SMILES_BB,SMILES_0,SMILES_1,SMILES_2,SMILES_3,SMILES_4,SMILES_5,SMILES_6,SMILES_7,SMILES_8,SMILES_9
O=C(CCCc(cc1)ccc1I)[Hg],CC(C([Hg])=O)NC(CCCc(cc1)ccc1I)=O,CCN(CCC([Hg])=O)C(CCCc(cc1)ccc1I)=O,O=C(CCCc(cc1)ccc1I)NC1(COC1)C([Hg])=O,O=C(CCCc(cc1)ccc1I)N(CCC1)C1C([Hg])=O,O=C(CCCc(cc1)ccc1I)N(CC1)CCC1C([Hg])=O,CN(CC1)CC(C([Hg])=O)N1C(CCCc(cc1)ccc1I)=O,O=C(CCCc(cc1)ccc1I)N(CC([Hg])=O)c1ccc[o]1,O=C(CCCc(cc1)ccc1I)Nc(cc1)ccc1C([Hg])=O,O=C(CCCc(cc1)ccc1I)NC(Cc1ccccc1)C([Hg])=O,O=C(CCCc(cc1)ccc1I)NCc1cccc(CC([Hg])=O)c1
O=C(COc1ccccc1)[Hg],CC(C([Hg])=O)NC(COc1ccccc1)=O,CCN(CCC([Hg])=O)C(COc1ccccc1)=O,O=C(COc1ccccc1)NC1(COC1)C([Hg])=O,O=C(COc1ccccc1)N(CCC1)C1C([Hg])=O,O=C(COc1ccccc1)N(CC1)CCC1C([Hg])=O,CN(CC1)CC(C([Hg])=O)N1C(COc1ccccc1)=O,O=C(COc1ccccc1)N(CC([Hg])=O)c1ccc[o]1,O=C(COc1ccccc1)Nc(cc1)ccc1C([Hg])=O,O=C(COc1ccccc1)NC(Cc1ccccc1)C([Hg])=O,O=C(COc1ccccc1)NCc1cccc(CC([Hg])=O)c1
O=C(CC1(C[C@H](C2)C3)C[C@H]3CC2C1)[Hg],CC(C([Hg])=O)NC(CC1(C[C@H](C2)C3)C[C@H]3CC2C1)=O,CCN(CCC([Hg])=O)C(CC1(C[C@H](C2)C3)C[C@H]3CC2C1)=O,O=C(CC1(C[C@H](C2)C3)C[C@H]3CC2C1)NC1(COC1)C([Hg])=O,O=C(CC1(C[C@H](C2)C3)C[C@H]3CC2C1)N(CCC1)C1C([Hg])=O,O=C(CC1(C[C@H](C2)C3)C[C@H]3CC2C1)N(CC1)CCC1C([Hg])=O,CN(CC1)CC(C([Hg])=O)N1C(CC1(C[C@H](C2)C3)C[C@H]3CC2C1)=O,O=C(CC1(C[C@H](C2)C3)C[C@H]3CC2C1)N(CC([Hg])=O)c1ccc[o]1,O=C(CC1(C[C@H](C2)C3)C[C@H]3CC2C1)Nc(cc1)ccc1C([Hg])=O,O=C(CC1(C[C@H](C2)C3)C[C@H]3CC2C1)NC(Cc1ccccc1)C([Hg])=O,O=C(CC1(C[C@H](C2)C3)C[C@H]3CC2C1)NCc1cccc(CC([Hg])=O)c1
O[C@@]1(C[C@H](C2)C3)C[C@]3(CC([Hg])=O)C[C@H]2C1,CC(C([Hg])=O)NC(C[C@](C[C@@H](C1)C2)(C[C@H]1C1)C[C@@]21O)=O,CCN(CCC([Hg])=O)C(C[C@](C[C@@H](C1)C2)(C[C@H]1C1)C[C@@]21O)=O,O[C@@]1(C[C@H](C2)C3)C[C@]3(CC(NC3(COC3)C([Hg])=O)=O)C[C@H]2C1,O[C@@]1(C[C@H](C2)C3)C[C@]3(CC(N(CCC3)C3C([Hg])=O)=O)C[C@H]2C1,O[C@@]1(C[C@H](C2)C3)C[C@]3(CC(N(CC3)CCC3C([Hg])=O)=O)C[C@H]2C1,CN(CC1)CC(C([Hg])=O)N1C(C[C@](C[C@@H](C1)C2)(C[C@H]1C1)C[C@@]21O)=O,O[C@@]1(C[C@H](C2)C3)C[C@]3(CC(N(CC([Hg])=O)c3ccc[o]3)=O)C[C@H]2C1,O[C@@]1(C[C@H](C2)C3)C[C@]3(CC(Nc(cc3)ccc3C([Hg])=O)=O)C[C@H]2C1,O[C@@]1(C[C@H](C2)C3)C[C@]3(CC(NC(Cc3ccccc3)C([Hg])=O)=O)C[C@H]2C1,O[C@@]1(C[C@H](C2)C3)C[C@]3(CC(NCc3cccc(CC([Hg])=O)c3)=O)C[C@H]2C1
O=C(Cc(cc1F)cc(F)c1F)[Hg],CC(C([Hg])=O)NC(Cc(cc1F)cc(F)c1F)=O,CCN(CCC([Hg])=O)C(Cc(cc1F)cc(F)c1F)=O,O=C(Cc(cc1F)cc(F)c1F)NC1(COC1)C([Hg])=O,O=C(Cc(cc1F)cc(F)c1F)N(CCC1)C1C([Hg])=O,O=C(Cc(cc1F)cc(F)c1F)N(CC1)CCC1C([Hg])=O,CN(CC1)CC(C([Hg])=O)N1C(Cc(cc1F)cc(F)c1F)=O,O=C(Cc(cc1F)cc(F)c1F)N(CC([Hg])=O)c1ccc[o]1,O=C(Cc(cc1F)cc(F)c1F)Nc(cc1)ccc1C([Hg])=O,O=C(Cc(cc1F)cc(F)c1F)NC(Cc1ccccc1)C([Hg])=O,O=C(Cc(cc1F)cc(F)c1F)NCc1cccc(CC([Hg])=O)c1
O=C(Cc(c(C(F)(F)F)ccc1)c1F)[Hg],CC(C([Hg])=O)NC(Cc(c(C(F)(F)F)ccc1)c1F)=O,CCN(CCC([Hg])=O)C(Cc(c(C(F)(F)F)ccc1)c1F)=O,O=C(Cc(c(C(F)(F)F)ccc1)c1F)NC1(COC1)C([Hg])=O,O=C(Cc(c(C(F)(F)F)ccc1)c1F)N(CCC1)C1C([Hg])=O,O=C(Cc(c(C(F)(F)F)ccc1)c1F)N(CC1)CCC1C([Hg])=O,CN(CC1)CC(C([Hg])=O)N1C(Cc(c(C(F)(F)F)ccc1)c1F)=O,O=C(Cc(c(C(F)(F)F)ccc1)c1F)N(CC([Hg])=O)c1ccc[o]1,O=C(Cc(c(C(F)(F)F)ccc1)c1F)Nc(cc1)ccc1C([Hg])=O,O=C(Cc(c(C(F)(F)F)ccc1)c1F)NC(Cc1ccccc1)C([Hg])=O,O=C(Cc(c(C(F)(F)F)ccc1)c1F)NCc1cccc(CC([Hg])=O)c1
[O-][N+](c(cc1)ccc1C(NCC([Hg])=O)=O)=O,CC(C([Hg])=O)NC(CNC(c(cc1)ccc1[N+]([O-])=O)=O)=O,CCN(CCC([Hg])=O)C(CNC(c(cc1)ccc1[N+]([O-])=O)=O)=O,[O-][N+](c(cc1)ccc1C(NCC(NC1(COC1)C([Hg])=O)=O)=O)=O,[O-][N+](c(cc1)ccc1C(NCC(N(CCC1)C1C([Hg])=O)=O)=O)=O,[O-][N+](c(cc1)ccc1C(NCC(N(CC1)CCC1C([Hg])=O)=O)=O)=O,CN(CC1)CC(C([Hg])=O)N1C(CNC(c(cc1)ccc1[N+]([O-])=O)=O)=O,[O-][N+](c(cc1)ccc1C(NCC(N(CC([Hg])=O)c1ccc[o]1)=O)=O)=O,[O-][N+](c(cc1)ccc1C(NCC(Nc(cc1)ccc1C([Hg])=O)=O)=O)=O,[O-][N+](c(cc1)ccc1C(NCC(NC(Cc1ccccc1)C([Hg])=O)=O)=O)=O,[O-][N+](c(cc1)ccc1C(NCC(NCc1cccc(CC([Hg])=O)c1)=O)=O)=O
[O-][N+](c(cc1)ccc1C(NCCC([Hg])=O)=O)=O,CC(C([Hg])=O)NC(CCNC(c(cc1)ccc1[N+]([O-])=O)=O)=O,CCN(CCC([Hg])=O)C(CCNC(c(cc1)ccc1[N+]([O-])=O)=O)=O,[O-][N+](c(cc1)ccc1C(NCCC(NC1(COC1)C([Hg])=O)=O)=O)=O,[O-][N+](c(cc1)ccc1C(NCCC(N(CCC1)C1C([Hg])=O)=O)=O)=O,[O-][N+](c(cc1)ccc1C(NCCC(N(CC1)CCC1C([Hg])=O)=O)=O)=O,CN(CC1)CC(C([Hg])=O)N1C(CCNC(c(cc1)ccc1[N+]([O-])=O)=O)=O,[O-][N+](c(cc1)ccc1C(NCCC(N(CC([Hg])=O)c1ccc[o]1)=O)=O)=O,[O-][N+](c(cc1)ccc1C(NCCC(Nc(cc1)ccc1C([Hg])=O)=O)=O)=O,[O-][N+](c(cc1)ccc1C(NCCC(NC(Cc1ccccc1)C([Hg])=O)=O)=O)=O,[O-][N+](c(cc1)ccc1C(NCCC(NCc1cccc(CC([Hg])=O)c1)=O)=O)=O
O=C(CNC(OCc1ccccc1)=O)[Hg],CC(C([Hg])=O)NC(CNC(OCc1ccccc1)=O)=O,CCN(CCC([Hg])=O)C(CNC(OCc1ccccc1)=O)=O,O=C(CNC(OCc1ccccc1)=O)NC1(COC1)C([Hg])=O,O=C(CNC(OCc1ccccc1)=O)N(CCC1)C1C([Hg])=O,O=C(CNC(OCc1ccccc1)=O)N(CC1)CCC1C([Hg])=O,CN(CC1)CC(C([Hg])=O)N1C(CNC(OCc1ccccc1)=O)=O,O=C(CNC(OCc1ccccc1)=O)N(CC([Hg])=O)c1ccc[o]1,O=C(CNC(OCc1ccccc1)=O)Nc(cc1)ccc1C([Hg])=O,O=C(CNC(OCc1ccccc1)=O)NC(Cc1ccccc1)C([Hg])=O,O=C(CNC(OCc1ccccc1)=O)NCc1cccc(CC([Hg])=O)c1
COc1cc(CCC([Hg])=O)cc(OC)c1,CC(C([Hg])=O)NC(CCc1cc(OC)cc(OC)c1)=O,CCN(CCC([Hg])=O)C(CCc1cc(OC)cc(OC)c1)=O,COc1cc(CCC(NC2(COC2)C([Hg])=O)=O)cc(OC)c1,COc1cc(CCC(N(CCC2)C2C([Hg])=O)=O)cc(OC)c1,COc1cc(CCC(N(CC2)CCC2C([Hg])=O)=O)cc(OC)c1,CN(CC1)CC(C([Hg])=O)N1C(CCc1cc(OC)cc(OC)c1)=O,COc1cc(CCC(N(CC([Hg])=O)c2ccc[o]2)=O)cc(OC)c1,COc1cc(CCC(Nc(cc2)ccc2C([Hg])=O)=O)cc(OC)c1,COc1cc(CCC(NC(Cc2ccccc2)C([Hg])=O)=O)cc(OC)c1,COc1cc(CCC(NCc2cccc(CC([Hg])=O)c2)=O)cc(OC)c1
CCOc(cc(CC([Hg])=O)cc1)c1O,CCOc(cc(CC(NC(C)C([Hg])=O)=O)cc1)c1O,CCN(CCC([Hg])=O)C(Cc(cc1)cc(OCC)c1O)=O,CCOc(cc(CC(NC1(COC1)C([Hg])=O)=O)cc1)c1O,CCOc(cc(CC(N(CCC1)C1C([Hg])=O)=O)cc1)c1O,CCOc(cc(CC(N(CC1)CCC1C([Hg])=O)=O)cc1)c1O,CCOc(cc(CC(N(CCN(C)C1)C1C([Hg])=O)=O)cc1)c1O,CCOc(cc(CC(N(CC([Hg])=O)c1ccc[o]1)=O)cc1)c1O,CCOc(cc(CC(Nc(cc1)ccc1C([Hg])=O)=O)cc1)c1O,CCOc(cc(CC(NC(Cc1ccccc1)C([Hg])=O)=O)cc1)c1O,CCOc(cc(CC(NCc1cccc(CC([Hg])=O)c1)=O)cc1)c1O
COc(cc1)cc(C(CC([Hg])=O)C2)c1C2=O,CC(C([Hg])=O)NC(CC(C1)c(cc(cc2)OC)c2C1=O)=O,CCN(CCC([Hg])=O)C(CC(C1)c(cc(cc2)OC)c2C1=O)=O,COc(cc1)cc(C(CC(NC2(COC2)C([Hg])=O)=O)C2)c1C2=O,COc(cc1)cc(C(CC(N(CCC2)C2C([Hg])=O)=O)C2)c1C2=O,COc(cc1)cc(C(CC(N(CC2)CCC2C([Hg])=O)=O)C2)c1C2=O,CN(CC1)CC(C([Hg])=O)N1C(CC(C1)c(cc(cc2)OC)c2C1=O)=O,COc(cc1)cc(C(CC(N(CC([Hg])=O)c2ccc[o]2)=O)C2)c1C2=O,COc(cc1)cc(C(CC(Nc(cc2)ccc2C([Hg])=O)=O)C2)c1C2=O,COc(cc1)cc(C(CC(NC(Cc2ccccc2)C([Hg])=O)=O)C2)c1C2=O,COc(cc1)cc(C(CC(NCc2cccc(CC([Hg])=O)c2)=O)C2)c1C2=O
O=C(CCC1c(cccc2)c2NC1)[Hg],CC(C([Hg])=O)NC(CCC1c(cccc2)c2NC1)=O,CCN(CCC([Hg])=O)C(CCC1c(cccc2)c2NC1)=O,O=C(CCC1c(cccc2)c2NC1)NC1(COC1)C([Hg])=O,O=C(CCC1c(cccc2)c2NC1)N(CCC1)C1C([Hg])=O,O=C(CCC1c(cccc2)c2NC1)N(CC1)CCC1C([Hg])=O,CN(CC1)CC(C([Hg])=O)N1C(CCC1c(cccc2)c2NC1)=O,O=C(CCC1c(cccc2)c2NC1)N(CC([Hg])=O)c1ccc[o]1,O=C(CCC1c(cccc2)c2NC1)Nc(cc1)ccc1C([Hg])=O,O=C(CCC1c(cccc2)c2NC1)NC(Cc1ccccc1)C([Hg])=O,O=C(CCC1c(cccc2)c2NC1)NCc1cccc(CC([Hg])=O)c1
O=C(Cc1c[s]c(cc2)c1cc2Cl)[Hg],CC(C([Hg])=O)NC(Cc1c[s]c(cc2)c1cc2Cl)=O,CCN(CCC([Hg])=O)C(Cc1c[s]c(cc2)c1cc2Cl)=O,O=C(Cc1c[s]c(cc2)c1cc2Cl)NC1(COC1)C([Hg])=O,O=C(Cc1c[s]c(cc2)c1cc2Cl)N(CCC1)C1C([Hg])=O,O=C(Cc1c[s]c(cc2)c1cc2Cl)N(CC1)CCC1C([Hg])=O,CN(CC1)CC(C([Hg])=O)N1C(Cc1c[s]c(cc2)c1cc2Cl)=O,O=C(Cc1c[s]c(cc2)c1cc2Cl)N(CC([Hg])=O)c1ccc[o]1,O=C(Cc1c[s]c(cc2)c1cc2Cl)Nc(cc1)ccc1C([Hg])=O,O=C(Cc1c[s]c(cc2)c1cc2Cl)NC(Cc1ccccc1)C([Hg])=O,O=C(Cc1c[s]c(cc2)c1cc2Cl)NCc1cccc(CC([Hg])=O)c1
COc(cc1)c(CC([Hg])=O)cc1Br,CC(C([Hg])=O)NC(Cc(cc(cc1)Br)c1OC)=O,CCN(CCC([Hg])=O)C(Cc(cc(cc1)Br)c1OC)=O,COc(cc1)c(CC(NC2(COC2)C([Hg])=O)=O)cc1Br,COc(cc1)c(CC(N(CCC2)C2C([Hg])=O)=O)cc1Br,COc(cc1)c(CC(N(CC2)CCC2C([Hg])=O)=O)cc1Br,CN(CC1)CC(C([Hg])=O)N1C(Cc(cc(cc1)Br)c1OC)=O,COc(cc1)c(CC(N(CC([Hg])=O)c2ccc[o]2)=O)cc1Br,COc(cc1)c(CC(Nc(cc2)ccc2C([Hg])=O)=O)cc1Br,COc(cc1)c(CC(NC(Cc2ccccc2)C([Hg])=O)=O)cc1Br,COc(cc1)c(CC(NCc2cccc(CC([Hg])=O)c2)=O)cc1Br
O=C(Cc(cc1)cc(F)c1F)[Hg],CC(C([Hg])=O)NC(Cc(cc1)cc(F)c1F)=O,CCN(CCC([Hg])=O)C(Cc(cc1)cc(F)c1F)=O,O=C(Cc(cc1)cc(F)c1F)NC1(COC1)C([Hg])=O,O=C(Cc(cc1)cc(F)c1F)N(CCC1)C1C([Hg])=O,O=C(Cc(cc1)cc(F)c1F)N(CC1)CCC1C([Hg])=O,CN(CC1)CC(C([Hg])=O)N1C(Cc(cc1)cc(F)c1F)=O,O=C(Cc(cc1)cc(F)c1F)N(CC([Hg])=O)c1ccc[o]1,O=C(Cc(cc1)cc(F)c1F)Nc(cc1)ccc1C([Hg])=O,O=C(Cc(cc1)cc(F)c1F)NC(Cc1ccccc1)C([Hg])=O,O=C(Cc(cc1)cc(F)c1F)NCc1cccc(CC([Hg])=O)c1
O=C(Cc(cc1)cc(Cl)c1Cl)[Hg],CC(C([Hg])=O)NC(Cc(cc1)cc(Cl)c1Cl)=O,CCN(CCC([Hg])=O)C(Cc(cc1)cc(Cl)c1Cl)=O,O=C(Cc(cc1)cc(Cl)c1Cl)NC1(COC1)C([Hg])=O,O=C(Cc(cc1)cc(Cl)c1Cl)N(CCC1)C1C([Hg])=O,O=C(Cc(cc1)cc(Cl)c1Cl)N(CC1)CCC1C([Hg])=O,CN(CC1)CC(C([Hg])=O)N1C(Cc(cc1)cc(Cl)c1Cl)=O,O=C(Cc(cc1)cc(Cl)c1Cl)N(CC([Hg])=O)c1ccc[o]1,O=C(Cc(cc1)cc(Cl)c1Cl)Nc(cc1)ccc1C([Hg])=O,O=C(Cc(cc1)cc(Cl)c1Cl)NC(Cc1ccccc1)C([Hg])=O,O=C(Cc(cc1)cc(Cl)c1Cl)NCc1cccc(CC([Hg])=O)c1
O=C(CCN(c(cccc1)c1O1)C1=O)[Hg],CC(C([Hg])=O)NC(CCN(c(cccc1)c1O1)C1=O)=O,CCN(CCC([Hg])=O)C(CCN(c(cccc1)c1O1)C1=O)=O,O=C(CCN(c(cccc1)c1O1)C1=O)NC1(COC1)C([Hg])=O,O=C(CCN(c(cccc1)c1O1)C1=O)N(CCC1)C1C([Hg])=O,O=C(CCN(c(cccc1)c1O1)C1=O)N(CC1)CCC1C([Hg])=O,CN(CC1)CC(C([Hg])=O)N1C(CCN(c(cccc1)c1O1)C1=O)=O,O=C(CCN(c(cccc1)c1O1)C1=O)N(CC([Hg])=O)c1ccc[o]1,O=C(CCN(c(cccc1)c1O1)C1=O)Nc(cc1)ccc1C([Hg])=O,O=C(CCN(c(cccc1)c1O1)C1=O)NC(Cc1ccccc1)C([Hg])=O,O=C(CCN(c(cccc1)c1O1)C1=O)NCc1cccc(CC([Hg])=O)c1
CC1=C(CC([Hg])=O)c(cc(cc2)F)c2/C\1=C\c(cc1)ccc1S(C)=O,CC(C([Hg])=O)NC(CC(c1c2ccc(F)c1)=C(C)/C\2=C/c(cc1)ccc1S(C)=O)=O,CCN(CCC([Hg])=O)C(CC(c1c2ccc(F)c1)=C(C)/C\2=C/c(cc1)ccc1S(C)=O)=O,CC1=C(CC(NC2(COC2)C([Hg])=O)=O)c(cc(cc2)F)c2/C\1=C\c(cc1)ccc1S(C)=O,CC1=C(CC(N(CCC2)C2C([Hg])=O)=O)c(cc(cc2)F)c2/C\1=C\c(cc1)ccc1S(C)=O,CC1=C(CC(N(CC2)CCC2C([Hg])=O)=O)c(cc(cc2)F)c2/C\1=C\c(cc1)ccc1S(C)=O,CC1=C(CC(N(CCN(C)C2)C2C([Hg])=O)=O)c(cc(cc2)F)c2/C\1=C\c(cc1)ccc1S(C)=O,CC1=C(CC(N(CC([Hg])=O)c2ccc[o]2)=O)c(cc(cc2)F)c2/C\1=C\c(cc1)ccc1S(C)=O,CC1=C(CC(Nc(cc2)ccc2C([Hg])=O)=O)c(cc(cc2)F)c2/C\1=C\c(cc1)ccc1S(C)=O,CC1=C(CC(NC(Cc2ccccc2)C([Hg])=O)=O)c(cc(cc2)F)c2/C\1=C\c(cc1)ccc1S(C)=O,CC1=C(CC(NCc2cccc(CC([Hg])=O)c2)=O)c(cc(cc2)F)c2/C\1=C\c(cc1)ccc1S(C)=O
O=C(Cc(cc1)ccc1Oc1ccccc1)[Hg],CC(C([Hg])=O)NC(Cc(cc1)ccc1Oc1ccccc1)=O,CCN(CCC([Hg])=O)C(Cc(cc1)ccc1Oc1ccccc1)=O,O=C(Cc(cc1)ccc1Oc1ccccc1)NC1(COC1)C([Hg])=O,O=C(Cc(cc1)ccc1Oc1ccccc1)N(CCC1)C1C([Hg])=O,O=C(Cc(cc1)ccc1Oc1ccccc1)N(CC1)CCC1C([Hg])=O,CN(CC1)CC(C([Hg])=O)N1C(Cc(cc1)ccc1Oc1ccccc1)=O,O=C(Cc(cc1)ccc1Oc1ccccc1)N(CC([Hg])=O)c1ccc[o]1,O=C(Cc(cc1)ccc1Oc1ccccc1)Nc(cc1)ccc1C([Hg])=O,O=C(Cc(cc1)ccc1Oc1ccccc1)NC(Cc1ccccc1)C([Hg])=O,O=C(Cc(cc1)ccc1Oc1ccccc1)NCc1cccc(CC([Hg])=O)c1
O=C(Cc(cc1)cnc1Cl)[Hg],CC(C([Hg])=O)NC(Cc(cc1)cnc1Cl)=O,CCN(CCC([Hg])=O)C(Cc(cc1)cnc1Cl)=O,O=C(Cc(cc1)cnc1Cl)NC1(COC1)C([Hg])=O,O=C(Cc(cc1)cnc1Cl)N(CCC1)C1C([Hg])=O,O=C(Cc(cc1)cnc1Cl)N(CC1)CCC1C([Hg])=O,CN(CC1)CC(C([Hg])=O)N1C(Cc(cc1)cnc1Cl)=O,O=C(Cc(cc1)cnc1Cl)N(CC([Hg])=O)c1ccc[o]1,O=C(Cc(cc1)cnc1Cl)Nc(cc1)ccc1C([Hg])=O,O=C(Cc(cc1)cnc1Cl)NC(Cc1ccccc1)C([Hg])=O,O=C(Cc(cc1)cnc1Cl)NCc1cccc(CC([Hg])=O)c1
O=C(Cc(cccc1)c1Cl)[Hg],CC(C([Hg])=O)NC(Cc(cccc1)c1Cl)=O,CCN(CCC([Hg])=O)C(Cc(cccc1)c1Cl)=O,O=C(Cc(cccc1)c1Cl)NC1(COC1)C([Hg])=O,O=C(Cc(cccc1)c1Cl)N(CCC1)C1C([Hg])=O,O=C(Cc(cccc1)c1Cl)N(CC1)CCC1C([Hg])=O,CN(CC1)CC(C([Hg])=O)N1C(Cc(cccc1)c1Cl)=O,O=C(Cc(cccc1)c1Cl)N(CC([Hg])=O)c1ccc[o]1,O=C(Cc(cccc1)c1Cl)Nc(cc1)ccc1C([Hg])=O,O=C(Cc(cccc1)c1Cl)NC(Cc1ccccc1)C([Hg])=O,O=C(Cc(cccc1)c1Cl)NCc1cccc(CC([Hg])=O)c1
O=C(Cc1cc(C(F)(F)F)ccc1)[Hg],CC(C([Hg])=O)NC(Cc1cc(C(F)(F)F)ccc1)=O,CCN(CCC([Hg])=O)C(Cc1cc(C(F)(F)F)ccc1)=O,O=C(Cc1cc(C(F)(F)F)ccc1)NC1(COC1)C([Hg])=O,O=C(Cc1cc(C(F)(F)F)ccc1)N(CCC1)C1C([Hg])=O,O=C(Cc1cc(C(F)(F)F)ccc1)N(CC1)CCC1C([Hg])=O,CN(CC1)CC(C([Hg])=O)N1C(Cc1cc(C(F)(F)F)ccc1)=O,O=C(Cc1cc(C(F)(F)F)ccc1)N(CC([Hg])=O)c1ccc[o]1,O=C(Cc1cc(C(F)(F)F)ccc1)Nc(cc1)ccc1C([Hg])=O,O=C(Cc1cc(C(F)(F)F)ccc1)NC(Cc1ccccc1)C([Hg])=O,O=C(Cc1cc(C(F)(F)F)ccc1)NCc1cccc(CC([Hg])=O)c1
O=C(Cc1ccc(C(F)(F)F)cc1)[Hg],CC(C([Hg])=O)NC(Cc1ccc(C(F)(F)F)cc1)=O,CCN(CCC([Hg])=O)C(Cc1ccc(C(F)(F)F)cc1)=O,O=C(Cc1ccc(C(F)(F)F)cc1)NC1(COC1)C([Hg])=O,O=C(Cc1ccc(C(F)(F)F)cc1)N(CCC1)C1C([Hg])=O,O=C(Cc1ccc(C(F)(F)F)cc1)N(CC1)CCC1C([Hg])=O,CN(CC1)CC(C([Hg])=O)N1C(Cc1ccc(C(F)(F)F)cc1)=O,O=C(Cc1ccc(C(F)(F)F)cc1)N(CC([Hg])=O)c1ccc[o]1,O=C(Cc1ccc(C(F)(F)F)cc1)Nc(cc1)ccc1C([Hg])=O,O=C(Cc1ccc(C(F)(F)F)cc1)NC(Cc1ccccc1)C([Hg])=O,O=C(Cc1ccc(C(F)(F)F)cc1)NCc1cccc(CC([Hg])=O)c1
O=C(Cc1cc(F)ccc1)[Hg],CC(C([Hg])=O)NC(Cc1cc(F)ccc1)=O,CCN(CCC([Hg])=O)C(Cc1cc(F)ccc1)=O,O=C(Cc1cc(F)ccc1)NC1(COC1)C([Hg])=O,O=C(Cc1cc(F)ccc1)N(CCC1)C1C([Hg])=O,O=C(Cc1cc(F)ccc1)N(CC1)CCC1C([Hg])=O,CN(CC1)CC(C([Hg])=O)N1C(Cc1cc(F)ccc1)=O,O=C(Cc1cc(F)ccc1)N(CC([Hg])=O)c1ccc[o]1,O=C(Cc1cc(F)ccc1)Nc(cc1)ccc1C([Hg])=O,O=C(Cc1cc(F)ccc1)NC(Cc1ccccc1)C([Hg])=O,O=C(Cc1cc(F)ccc1)NCc1cccc(CC([Hg])=O)c1
O=C(Cc1cc(F)cc(F)c1)[Hg],CC(C([Hg])=O)NC(Cc1cc(F)cc(F)c1)=O,CCN(CCC([Hg])=O)C(Cc1cc(F)cc(F)c1)=O,O=C(Cc1cc(F)cc(F)c1)NC1(COC1)C([Hg])=O,O=C(Cc1cc(F)cc(F)c1)N(CCC1)C1C([Hg])=O,O=C(Cc1cc(F)cc(F)c1)N(CC1)CCC1C([Hg])=O,CN(CC1)CC(C([Hg])=O)N1C(Cc1cc(F)cc(F)c1)=O,O=C(Cc1cc(F)cc(F)c1)N(CC([Hg])=O)c1ccc[o]1,O=C(Cc1cc(F)cc(F)c1)Nc(cc1)ccc1C([Hg])=O,O=C(Cc1cc(F)cc(F)c1)NC(Cc1ccccc1)C([Hg])=O,O=C(Cc1cc(F)cc(F)c1)NCc1cccc(CC([Hg])=O)c1
O=C(Cc(ccc(F)c1)c1F)[Hg],CC(C([Hg])=O)NC(Cc(ccc(F)c1)c1F)=O,CCN(CCC([Hg])=O)C(Cc(ccc(F)c1)c1F)=O,O=C(Cc(ccc(F)c1)c1F)NC1(COC1)C([Hg])=O,O=C(Cc(ccc(F)c1)c1F)N(CCC1)C1C([Hg])=O,O=C(Cc(ccc(F)c1)c1F)N(CC1)CCC1C([Hg])=O,CN(CC1)CC(C([Hg])=O)N1C(Cc(ccc(F)c1)c1F)=O,O=C(Cc(ccc(F)c1)c1F)N(CC([Hg])=O)c1ccc[o]1,O=C(Cc(ccc(F)c1)c1F)Nc(cc1)ccc1C([Hg])=O,O=C(Cc(ccc(F)c1)c1F)NC(Cc1ccccc1)C([Hg])=O,O=C(Cc(ccc(F)c1)c1F)NCc1cccc(CC([Hg])=O)c1
O=C(COc(ccc(Cl)c1)c1Cl)[Hg],CC(C([Hg])=O)NC(COc(ccc(Cl)c1)c1Cl)=O,CCN(CCC([Hg])=O)C(COc(ccc(Cl)c1)c1Cl)=O,O=C(COc(ccc(Cl)c1)c1Cl)NC1(COC1)C([Hg])=O,O=C(COc(ccc(Cl)c1)c1Cl)N(CCC1)C1C([Hg])=O,O=C(COc(ccc(Cl)c1)c1Cl)N(CC1)CCC1C([Hg])=O,CN(CC1)CC(C([Hg])=O)N1C(COc(ccc(Cl)c1)c1Cl)=O,O=C(COc(ccc(Cl)c1)c1Cl)N(CC([Hg])=O)c1ccc[o]1,O=C(COc(ccc(Cl)c1)c1Cl)Nc(cc1)ccc1C([Hg])=O,O=C(COc(ccc(Cl)c1)c1Cl)NC(Cc1ccccc1)C([Hg])=O,O=C(COc(ccc(Cl)c1)c1Cl)NCc1cccc(CC([Hg])=O)c1
O=C(Cc1cc(OC(F)(F)F)ccc1)[Hg],CC(C([Hg])=O)NC(Cc1cc(OC(F)(F)F)ccc1)=O,CCN(CCC([Hg])=O)C(Cc1cc(OC(F)(F)F)ccc1)=O,O=C(Cc1cc(OC(F)(F)F)ccc1)NC1(COC1)C([Hg])=O,O=C(Cc1cc(OC(F)(F)F)ccc1)N(CCC1)C1C([Hg])=O,O=C(Cc1cc(OC(F)(F)F)ccc1)N(CC1)CCC1C([Hg])=O,CN(CC1)CC(C([Hg])=O)N1C(Cc1cc(OC(F)(F)F)ccc1)=O,O=C(Cc1cc(OC(F)(F)F)ccc1)N(CC([Hg])=O)c1ccc[o]1,O=C(Cc1cc(OC(F)(F)F)ccc1)Nc(cc1)ccc1C([Hg])=O,O=C(Cc1cc(OC(F)(F)F)ccc1)NC(Cc1ccccc1)C([Hg])=O,O=C(Cc1cc(OC(F)(F)F)ccc1)NCc1cccc(CC([Hg])=O)c1
