SMILES_BB,SMILES_0,SMILES_1,SMILES_2,SMILES_3,SMILES_4,SMILES_5,SMILES_6,SMILES_7,SMILES_8,SMILES_9
O=C(CCc(cc1)cc(F)c1F)[Hg],CC(C([Hg])=O)NC(CCc(cc1)cc(F)c1F)=O,CCN(CCC([Hg])=O)C(CCc(cc1)cc(F)c1F)=O,O=C(CCc(cc1)cc(F)c1F)NC1(COC1)C([Hg])=O,O=C(CCc(cc1)cc(F)c1F)N(CCC1)C1C([Hg])=O,O=C(CCc(cc1)cc(F)c1F)N(CC1)CCC1C([Hg])=O,CN(CC1)CC(C([Hg])=O)N1C(CCc(cc1)cc(F)c1F)=O,O=C(CCc(cc1)cc(F)c1F)N(CC([Hg])=O)c1ccc[o]1,O=C(CCc(cc1)cc(F)c1F)Nc(cc1)ccc1C([Hg])=O,O=C(CCc(cc1)cc(F)c1F)NC(Cc1ccccc1)C([Hg])=O,O=C(CCc(cc1)cc(F)c1F)NCc1cccc(CC([Hg])=O)c1
O=C(CCc1c(C(F)(F)F)cccc1)[Hg],CC(C([Hg])=O)NC(CCc1c(C(F)(F)F)cccc1)=O,CCN(CCC([Hg])=O)C(CCc1c(C(F)(F)F)cccc1)=O,O=C(CCc1c(C(F)(F)F)cccc1)NC1(COC1)C([Hg])=O,O=C(CCc1c(C(F)(F)F)cccc1)N(CCC1)C1C([Hg])=O,O=C(CCc1c(C(F)(F)F)cccc1)N(CC1)CCC1C([Hg])=O,CN(CC1)CC(C([Hg])=O)N1C(CCc1c(C(F)(F)F)cccc1)=O,O=C(CCc1c(C(F)(F)F)cccc1)N(CC([Hg])=O)c1ccc[o]1,O=C(CCc1c(C(F)(F)F)cccc1)Nc(cc1)ccc1C([Hg])=O,O=C(CCc1c(C(F)(F)F)cccc1)NC(Cc1ccccc1)C([Hg])=O,O=C(CCc1c(C(F)(F)F)cccc1)NCc1cccc(CC([Hg])=O)c1
O=C(CCc(ccc(Cl)c1)c1Cl)[Hg],CC(C([Hg])=O)NC(CCc(ccc(Cl)c1)c1Cl)=O,CCN(CCC([Hg])=O)C(CCc(ccc(Cl)c1)c1Cl)=O,O=C(CCc(ccc(Cl)c1)c1Cl)NC1(COC1)C([Hg])=O,O=C(CCc(ccc(Cl)c1)c1Cl)N(CCC1)C1C([Hg])=O,O=C(CCc(ccc(Cl)c1)c1Cl)N(CC1)CCC1C([Hg])=O,CN(CC1)CC(C([Hg])=O)N1C(CCc(ccc(Cl)c1)c1Cl)=O,O=C(CCc(ccc(Cl)c1)c1Cl)N(CC([Hg])=O)c1ccc[o]1,O=C(CCc(ccc(Cl)c1)c1Cl)Nc(cc1)ccc1C([Hg])=O,O=C(CCc(ccc(Cl)c1)c1Cl)NC(Cc1ccccc1)C([Hg])=O,O=C(CCc(ccc(Cl)c1)c1Cl)NCc1cccc(CC([Hg])=O)c1
O=C(CCC([Hg])=O)c(cc1)ccc1F,CC(C([Hg])=O)NC(CCC(c(cc1)ccc1F)=O)=O,CCN(CCC([Hg])=O)C(CCC(c(cc1)ccc1F)=O)=O,O=C(CCC(NC1(COC1)C([Hg])=O)=O)c(cc1)ccc1F,O=C(CCC(N(CCC1)C1C([Hg])=O)=O)c(cc1)ccc1F,O=C(CCC(N(CC1)CCC1C([Hg])=O)=O)c(cc1)ccc1F,CN(CC1)CC(C([Hg])=O)N1C(CCC(c(cc1)ccc1F)=O)=O,O=C(CCC(N(CC([Hg])=O)c1ccc[o]1)=O)c(cc1)ccc1F,O=C(CCC(Nc(cc1)ccc1C([Hg])=O)=O)c(cc1)ccc1F,O=C(CCC(NC(Cc1ccccc1)C([Hg])=O)=O)c(cc1)ccc1F,O=C(CCC(NCc1cccc(CC([Hg])=O)c1)=O)c(cc1)ccc1F
O=C(CCC([Hg])=O)c1cc(F)cc(F)c1,CC(C([Hg])=O)NC(CCC(c1cc(F)cc(F)c1)=O)=O,CCN(CCC([Hg])=O)C(CCC(c1cc(F)cc(F)c1)=O)=O,O=C(CCC(NC1(COC1)C([Hg])=O)=O)c1cc(F)cc(F)c1,O=C(CCC(N(CCC1)C1C([Hg])=O)=O)c1cc(F)cc(F)c1,O=C(CCC(N(CC1)CCC1C([Hg])=O)=O)c1cc(F)cc(F)c1,CN(CC1)CC(C([Hg])=O)N1C(CCC(c1cc(F)cc(F)c1)=O)=O,O=C(CCC(N(CC([Hg])=O)c1ccc[o]1)=O)c1cc(F)cc(F)c1,O=C(CCC(Nc(cc1)ccc1C([Hg])=O)=O)c1cc(F)cc(F)c1,O=C(CCC(NC(Cc1ccccc1)C([Hg])=O)=O)c1cc(F)cc(F)c1,O=C(CCC(NCc1cccc(CC([Hg])=O)c1)=O)c1cc(F)cc(F)c1
O=C(Cc(c(Cl)ccc1)c1Cl)[Hg],CC(C([Hg])=O)NC(Cc(c(Cl)ccc1)c1Cl)=O,CCN(CCC([Hg])=O)C(Cc(c(Cl)ccc1)c1Cl)=O,O=C(Cc(c(Cl)ccc1)c1Cl)NC1(COC1)C([Hg])=O,O=C(Cc(c(Cl)ccc1)c1Cl)N(CCC1)C1C([Hg])=O,O=C(Cc(c(Cl)ccc1)c1Cl)N(CC1)CCC1C([Hg])=O,CN(CC1)CC(C([Hg])=O)N1C(Cc(c(Cl)ccc1)c1Cl)=O,O=C(Cc(c(Cl)ccc1)c1Cl)N(CC([Hg])=O)c1ccc[o]1,O=C(Cc(c(Cl)ccc1)c1Cl)Nc(cc1)ccc1C([Hg])=O,O=C(Cc(c(Cl)ccc1)c1Cl)NC(Cc1ccccc1)C([Hg])=O,O=C(Cc(c(Cl)ccc1)c1Cl)NCc1cccc(CC([Hg])=O)c1
O=C(Cc(ccc(Cl)c1)c1Cl)[Hg],CC(C([Hg])=O)NC(Cc(ccc(Cl)c1)c1Cl)=O,CCN(CCC([Hg])=O)C(Cc(ccc(Cl)c1)c1Cl)=O,O=C(Cc(ccc(Cl)c1)c1Cl)NC1(COC1)C([Hg])=O,O=C(Cc(ccc(Cl)c1)c1Cl)N(CCC1)C1C([Hg])=O,O=C(Cc(ccc(Cl)c1)c1Cl)N(CC1)CCC1C([Hg])=O,CN(CC1)CC(C([Hg])=O)N1C(Cc(ccc(Cl)c1)c1Cl)=O,O=C(Cc(ccc(Cl)c1)c1Cl)N(CC([Hg])=O)c1ccc[o]1,O=C(Cc(ccc(Cl)c1)c1Cl)Nc(cc1)ccc1C([Hg])=O,O=C(Cc(ccc(Cl)c1)c1Cl)NC(Cc1ccccc1)C([Hg])=O,O=C(Cc(ccc(Cl)c1)c1Cl)NCc1cccc(CC([Hg])=O)c1
O=C(CCc1cc(Cl)ccc1)[Hg],CC(C([Hg])=O)NC(CCc1cc(Cl)ccc1)=O,CCN(CCC([Hg])=O)C(CCc1cc(Cl)ccc1)=O,O=C(CCc1cc(Cl)ccc1)NC1(COC1)C([Hg])=O,O=C(CCc1cc(Cl)ccc1)N(CCC1)C1C([Hg])=O,O=C(CCc1cc(Cl)ccc1)N(CC1)CCC1C([Hg])=O,CN(CC1)CC(C([Hg])=O)N1C(CCc1cc(Cl)ccc1)=O,O=C(CCc1cc(Cl)ccc1)N(CC([Hg])=O)c1ccc[o]1,O=C(CCc1cc(Cl)ccc1)Nc(cc1)ccc1C([Hg])=O,O=C(CCc1cc(Cl)ccc1)NC(Cc1ccccc1)C([Hg])=O,O=C(CCc1cc(Cl)ccc1)NCc1cccc(CC([Hg])=O)c1
O=C(CCc(cc1)ccc1Cl)[Hg],CC(C([Hg])=O)NC(CCc(cc1)ccc1Cl)=O,CCN(CCC([Hg])=O)C(CCc(cc1)ccc1Cl)=O,O=C(CCc(cc1)ccc1Cl)NC1(COC1)C([Hg])=O,O=C(CCc(cc1)ccc1Cl)N(CCC1)C1C([Hg])=O,O=C(CCc(cc1)ccc1Cl)N(CC1)CCC1C([Hg])=O,CN(CC1)CC(C([Hg])=O)N1C(CCc(cc1)ccc1Cl)=O,O=C(CCc(cc1)ccc1Cl)N(CC([Hg])=O)c1ccc[o]1,O=C(CCc(cc1)ccc1Cl)Nc(cc1)ccc1C([Hg])=O,O=C(CCc(cc1)ccc1Cl)NC(Cc1ccccc1)C([Hg])=O,O=C(CCc(cc1)ccc1Cl)NCc1cccc(CC([Hg])=O)c1
O=C(CCc(cc1)cc(Cl)c1Cl)[Hg],CC(C([Hg])=O)NC(CCc(cc1)cc(Cl)c1Cl)=O,CCN(CCC([Hg])=O)C(CCc(cc1)cc(Cl)c1Cl)=O,O=C(CCc(cc1)cc(Cl)c1Cl)NC1(COC1)C([Hg])=O,O=C(CCc(cc1)cc(Cl)c1Cl)N(CCC1)C1C([Hg])=O,O=C(CCc(cc1)cc(Cl)c1Cl)N(CC1)CCC1C([Hg])=O,CN(CC1)CC(C([Hg])=O)N1C(CCc(cc1)cc(Cl)c1Cl)=O,O=C(CCc(cc1)cc(Cl)c1Cl)N(CC([Hg])=O)c1ccc[o]1,O=C(CCc(cc1)cc(Cl)c1Cl)Nc(cc1)ccc1C([Hg])=O,O=C(CCc(cc1)cc(Cl)c1Cl)NC(Cc1ccccc1)C([Hg])=O,O=C(CCc(cc1)cc(Cl)c1Cl)NCc1cccc(CC([Hg])=O)c1
O=C(CCC([Hg])=O)c(cc1)ccc1Cl,CC(C([Hg])=O)NC(CCC(c(cc1)ccc1Cl)=O)=O,CCN(CCC([Hg])=O)C(CCC(c(cc1)ccc1Cl)=O)=O,O=C(CCC(NC1(COC1)C([Hg])=O)=O)c(cc1)ccc1Cl,O=C(CCC(N(CCC1)C1C([Hg])=O)=O)c(cc1)ccc1Cl,O=C(CCC(N(CC1)CCC1C([Hg])=O)=O)c(cc1)ccc1Cl,CN(CC1)CC(C([Hg])=O)N1C(CCC(c(cc1)ccc1Cl)=O)=O,O=C(CCC(N(CC([Hg])=O)c1ccc[o]1)=O)c(cc1)ccc1Cl,O=C(CCC(Nc(cc1)ccc1C([Hg])=O)=O)c(cc1)ccc1Cl,O=C(CCC(NC(Cc1ccccc1)C([Hg])=O)=O)c(cc1)ccc1Cl,O=C(CCC(NCc1cccc(CC([Hg])=O)c1)=O)c(cc1)ccc1Cl
Cc(cc(cc1)Cl)c1OCC([Hg])=O,CC(C([Hg])=O)NC(COc(cc1)c(C)cc1Cl)=O,CCN(CCC([Hg])=O)C(COc(cc1)c(C)cc1Cl)=O,Cc(cc(cc1)Cl)c1OCC(NC1(COC1)C([Hg])=O)=O,Cc(cc(cc1)Cl)c1OCC(N(CCC1)C1C([Hg])=O)=O,Cc(cc(cc1)Cl)c1OCC(N(CC1)CCC1C([Hg])=O)=O,Cc(cc(cc1)Cl)c1OCC(N(CCN(C)C1)C1C([Hg])=O)=O,Cc(cc(cc1)Cl)c1OCC(N(CC([Hg])=O)c1ccc[o]1)=O,Cc(cc(cc1)Cl)c1OCC(Nc(cc1)ccc1C([Hg])=O)=O,Cc(cc(cc1)Cl)c1OCC(NC(Cc1ccccc1)C([Hg])=O)=O,Cc(cc(cc1)Cl)c1OCC(NCc1cccc(CC([Hg])=O)c1)=O
O=C(COc(cc1)ccc1Cl)[Hg],CC(C([Hg])=O)NC(COc(cc1)ccc1Cl)=O,CCN(CCC([Hg])=O)C(COc(cc1)ccc1Cl)=O,O=C(COc(cc1)ccc1Cl)NC1(COC1)C([Hg])=O,O=C(COc(cc1)ccc1Cl)N(CCC1)C1C([Hg])=O,O=C(COc(cc1)ccc1Cl)N(CC1)CCC1C([Hg])=O,CN(CC1)CC(C([Hg])=O)N1C(COc(cc1)ccc1Cl)=O,O=C(COc(cc1)ccc1Cl)N(CC([Hg])=O)c1ccc[o]1,O=C(COc(cc1)ccc1Cl)Nc(cc1)ccc1C([Hg])=O,O=C(COc(cc1)ccc1Cl)NC(Cc1ccccc1)C([Hg])=O,O=C(COc(cc1)ccc1Cl)NCc1cccc(CC([Hg])=O)c1
O=C(CC1C=CCC1)[Hg],CC(C([Hg])=O)NC(CC1C=CCC1)=O,CCN(CCC([Hg])=O)C(CC1C=CCC1)=O,O=C(CC1C=CCC1)NC1(COC1)C([Hg])=O,O=C(CC1C=CCC1)N(CCC1)C1C([Hg])=O,O=C(CC1C=CCC1)N(CC1)CCC1C([Hg])=O,CN(CC1)CC(C([Hg])=O)N1C(CC1C=CCC1)=O,O=C(CC1C=CCC1)N(CC([Hg])=O)c1ccc[o]1,O=C(CC1C=CCC1)Nc(cc1)ccc1C([Hg])=O,O=C(CC1C=CCC1)NC(Cc1ccccc1)C([Hg])=O,O=C(CC1C=CCC1)NCc1cccc(CC([Hg])=O)c1
O=C(CCN1c(cc(cc2)Cl)c2OCC1=O)[Hg],CC(C([Hg])=O)NC(CCN1c(cc(cc2)Cl)c2OCC1=O)=O,CCN(CCC([Hg])=O)C(CCN1c(cc(cc2)Cl)c2OCC1=O)=O,O=C(CCN1c(cc(cc2)Cl)c2OCC1=O)NC1(COC1)C([Hg])=O,O=C(CCN1c(cc(cc2)Cl)c2OCC1=O)N(CCC1)C1C([Hg])=O,O=C(CCN1c(cc(cc2)Cl)c2OCC1=O)N(CC1)CCC1C([Hg])=O,CN(CC1)CC(C([Hg])=O)N1C(CCN1c(cc(cc2)Cl)c2OCC1=O)=O,O=C(CCN1c(cc(cc2)Cl)c2OCC1=O)N(CC([Hg])=O)c1ccc[o]1,O=C(CCN1c(cc(cc2)Cl)c2OCC1=O)Nc(cc1)ccc1C([Hg])=O,O=C(CCN1c(cc(cc2)Cl)c2OCC1=O)NC(Cc1ccccc1)C([Hg])=O,O=C(CCN1c(cc(cc2)Cl)c2OCC1=O)NCc1cccc(CC([Hg])=O)c1
O=C(CCN1c(cccc2)c2OCC1=O)[Hg],CC(C([Hg])=O)NC(CCN1c(cccc2)c2OCC1=O)=O,CCN(CCC([Hg])=O)C(CCN1c(cccc2)c2OCC1=O)=O,O=C(CCN1c(cccc2)c2OCC1=O)NC1(COC1)C([Hg])=O,O=C(CCN1c(cccc2)c2OCC1=O)N(CCC1)C1C([Hg])=O,O=C(CCN1c(cccc2)c2OCC1=O)N(CC1)CCC1C([Hg])=O,CN(CC1)CC(C([Hg])=O)N1C(CCN1c(cccc2)c2OCC1=O)=O,O=C(CCN1c(cccc2)c2OCC1=O)N(CC([Hg])=O)c1ccc[o]1,O=C(CCN1c(cccc2)c2OCC1=O)Nc(cc1)ccc1C([Hg])=O,O=C(CCN1c(cccc2)c2OCC1=O)NC(Cc1ccccc1)C([Hg])=O,O=C(CCN1c(cccc2)c2OCC1=O)NCc1cccc(CC([Hg])=O)c1
C#CCCC([Hg])=O,CC(C([Hg])=O)NC(CCC#C)=O,CCN(CCC([Hg])=O)C(CCC#C)=O,C#CCCC(NC1(COC1)C([Hg])=O)=O,C#CCCC(N(CCC1)C1C([Hg])=O)=O,C#CCCC(N(CC1)CCC1C([Hg])=O)=O,CN(CC1)CC(C([Hg])=O)N1C(CCC#C)=O,C#CCCC(N(CC([Hg])=O)c1ccc[o]1)=O,C#CCCC(Nc(cc1)ccc1C([Hg])=O)=O,C#CCCC(NC(Cc1ccccc1)C([Hg])=O)=O,C#CCCC(NCc1cccc(CC([Hg])=O)c1)=O
O=C(Cc(ccc(Cl)c1)c1F)[Hg],CC(C([Hg])=O)NC(Cc(ccc(Cl)c1)c1F)=O,CCN(CCC([Hg])=O)C(Cc(ccc(Cl)c1)c1F)=O,O=C(Cc(ccc(Cl)c1)c1F)NC1(COC1)C([Hg])=O,O=C(Cc(ccc(Cl)c1)c1F)N(CCC1)C1C([Hg])=O,O=C(Cc(ccc(Cl)c1)c1F)N(CC1)CCC1C([Hg])=O,CN(CC1)CC(C([Hg])=O)N1C(Cc(ccc(Cl)c1)c1F)=O,O=C(Cc(ccc(Cl)c1)c1F)N(CC([Hg])=O)c1ccc[o]1,O=C(Cc(ccc(Cl)c1)c1F)Nc(cc1)ccc1C([Hg])=O,O=C(Cc(ccc(Cl)c1)c1F)NC(Cc1ccccc1)C([Hg])=O,O=C(Cc(ccc(Cl)c1)c1F)NCc1cccc(CC([Hg])=O)c1
O=C(CCN(C=Nc1c2cccc1)C2=O)[Hg],CC(C([Hg])=O)NC(CCN(C=Nc1c2cccc1)C2=O)=O,CCN(CCC([Hg])=O)C(CCN(C=Nc1c2cccc1)C2=O)=O,O=C(CCN(C=Nc1c2cccc1)C2=O)NC1(COC1)C([Hg])=O,O=C(CCN(C=Nc1c2cccc1)C2=O)N(CCC1)C1C([Hg])=O,O=C(CCN(C=Nc1c2cccc1)C2=O)N(CC1)CCC1C([Hg])=O,CN(CC1)CC(C([Hg])=O)N1C(CCN(C=Nc1c2cccc1)C2=O)=O,O=C(CCN(C=Nc1c2cccc1)C2=O)N(CC([Hg])=O)c1ccc[o]1,O=C(CCN(C=Nc1c2cccc1)C2=O)Nc(cc1)ccc1C([Hg])=O,O=C(CCN(C=Nc1c2cccc1)C2=O)NC(Cc1ccccc1)C([Hg])=O,O=C(CCN(C=Nc1c2cccc1)C2=O)NCc1cccc(CC([Hg])=O)c1
Cc1nc(cccc2)c2[n]1CCC([Hg])=O,CC(C([Hg])=O)NC(CC[n]1c(cccc2)c2nc1C)=O,CCN(CCC([Hg])=O)C(CC[n]1c(cccc2)c2nc1C)=O,Cc1nc(cccc2)c2[n]1CCC(NC1(COC1)C([Hg])=O)=O,Cc1nc(cccc2)c2[n]1CCC(N(CCC1)C1C([Hg])=O)=O,Cc1nc(cccc2)c2[n]1CCC(N(CC1)CCC1C([Hg])=O)=O,Cc1nc(cccc2)c2[n]1CCC(N(CCN(C)C1)C1C([Hg])=O)=O,Cc1nc(cccc2)c2[n]1CCC(N(CC([Hg])=O)c1ccc[o]1)=O,Cc1nc(cccc2)c2[n]1CCC(Nc(cc1)ccc1C([Hg])=O)=O,Cc1nc(cccc2)c2[n]1CCC(NC(Cc1ccccc1)C([Hg])=O)=O,Cc1nc(cccc2)c2[n]1CCC(NCc1cccc(CC([Hg])=O)c1)=O
O=C(Cc1c(C(F)(F)F)cccc1)[Hg],CC(C([Hg])=O)NC(Cc1c(C(F)(F)F)cccc1)=O,CCN(CCC([Hg])=O)C(Cc1c(C(F)(F)F)cccc1)=O,O=C(Cc1c(C(F)(F)F)cccc1)NC1(COC1)C([Hg])=O,O=C(Cc1c(C(F)(F)F)cccc1)N(CCC1)C1C([Hg])=O,O=C(Cc1c(C(F)(F)F)cccc1)N(CC1)CCC1C([Hg])=O,CN(CC1)CC(C([Hg])=O)N1C(Cc1c(C(F)(F)F)cccc1)=O,O=C(Cc1c(C(F)(F)F)cccc1)N(CC([Hg])=O)c1ccc[o]1,O=C(Cc1c(C(F)(F)F)cccc1)Nc(cc1)ccc1C([Hg])=O,O=C(Cc1c(C(F)(F)F)cccc1)NC(Cc1ccccc1)C([Hg])=O,O=C(Cc1c(C(F)(F)F)cccc1)NCc1cccc(CC([Hg])=O)c1
O=C(CCc1nc(-c2cnccc2)n[o]1)[Hg],CC(C([Hg])=O)NC(CCc1nc(-c2cnccc2)n[o]1)=O,CCN(CCC([Hg])=O)C(CCc1nc(-c2cnccc2)n[o]1)=O,O=C(CCc1nc(-c2cnccc2)n[o]1)NC1(COC1)C([Hg])=O,O=C(CCc1nc(-c2cnccc2)n[o]1)N(CCC1)C1C([Hg])=O,O=C(CCc1nc(-c2cnccc2)n[o]1)N(CC1)CCC1C([Hg])=O,CN(CC1)CC(C([Hg])=O)N1C(CCc1nc(-c2cnccc2)n[o]1)=O,O=C(CCc1nc(-c2cnccc2)n[o]1)N(CC([Hg])=O)c1ccc[o]1,O=C(CCc1nc(-c2cnccc2)n[o]1)Nc(cc1)ccc1C([Hg])=O,O=C(CCc1nc(-c2cnccc2)n[o]1)NC(Cc1ccccc1)C([Hg])=O,O=C(CCc1nc(-c2cnccc2)n[o]1)NCc1cccc(CC([Hg])=O)c1
Cc1nnn[n]1-c1ccc(CC([Hg])=O)cc1,CC(C([Hg])=O)NC(Cc(cc1)ccc1-[n]1nnnc1C)=O,CCN(CCC([Hg])=O)C(Cc(cc1)ccc1-[n]1nnnc1C)=O,Cc1nnn[n]1-c1ccc(CC(NC2(COC2)C([Hg])=O)=O)cc1,Cc1nnn[n]1-c1ccc(CC(N(CCC2)C2C([Hg])=O)=O)cc1,Cc1nnn[n]1-c1ccc(CC(N(CC2)CCC2C([Hg])=O)=O)cc1,Cc1nnn[n]1-c1ccc(CC(N(CCN(C)C2)C2C([Hg])=O)=O)cc1,Cc1nnn[n]1-c1ccc(CC(N(CC([Hg])=O)c2ccc[o]2)=O)cc1,Cc1nnn[n]1-c1ccc(CC(Nc(cc2)ccc2C([Hg])=O)=O)cc1,Cc1nnn[n]1-c1ccc(CC(NC(Cc2ccccc2)C([Hg])=O)=O)cc1,Cc1nnn[n]1-c1ccc(CC(NCc2cccc(CC([Hg])=O)c2)=O)cc1
CC(c1c(C)[n](CCC([Hg])=O)nc1C)=O,CC(C([Hg])=O)NC(CC[n]1nc(C)c(C(C)=O)c1C)=O,CCN(CCC([Hg])=O)C(CC[n]1nc(C)c(C(C)=O)c1C)=O,CC(c1c(C)[n](CCC(NC2(COC2)C([Hg])=O)=O)nc1C)=O,CC(c1c(C)[n](CCC(N(CCC2)C2C([Hg])=O)=O)nc1C)=O,CC(c1c(C)[n](CCC(N(CC2)CCC2C([Hg])=O)=O)nc1C)=O,CC(c1c(C)[n](CCC(N(CCN(C)C2)C2C([Hg])=O)=O)nc1C)=O,CC(c1c(C)[n](CCC(N(CC([Hg])=O)c2ccc[o]2)=O)nc1C)=O,CC(c1c(C)[n](CCC(Nc(cc2)ccc2C([Hg])=O)=O)nc1C)=O,CC(c1c(C)[n](CCC(NC(Cc2ccccc2)C([Hg])=O)=O)nc1C)=O,CC(c1c(C)[n](CCC(NCc2cccc(CC([Hg])=O)c2)=O)nc1C)=O
Cc1c(C)[n](CCC([Hg])=O)nc1C,CC(C([Hg])=O)NC(CC[n]1nc(C)c(C)c1C)=O,CCN(CCC([Hg])=O)C(CC[n]1nc(C)c(C)c1C)=O,Cc1c(C)[n](CCC(NC2(COC2)C([Hg])=O)=O)nc1C,Cc1c(C)[n](CCC(N(CCC2)C2C([Hg])=O)=O)nc1C,Cc1c(C)[n](CCC(N(CC2)CCC2C([Hg])=O)=O)nc1C,Cc1c(C)[n](CCC(N(CCN(C)C2)C2C([Hg])=O)=O)nc1C,Cc1c(C)[n](CCC(N(CC([Hg])=O)c2ccc[o]2)=O)nc1C,Cc1c(C)[n](CCC(Nc(cc2)ccc2C([Hg])=O)=O)nc1C,Cc1c(C)[n](CCC(NC(Cc2ccccc2)C([Hg])=O)=O)nc1C,Cc1c(C)[n](CCC(NCc2cccc(CC([Hg])=O)c2)=O)nc1C
Cc1cc(NC(C2CC([Hg])=O)=O)c2cc1,CC(C([Hg])=O)NC(CC(c(ccc(C)c1)c1N1)C1=O)=O,CCN(CCC([Hg])=O)C(CC(c(ccc(C)c1)c1N1)C1=O)=O,Cc1cc(NC(C2CC(NC3(COC3)C([Hg])=O)=O)=O)c2cc1,Cc1cc(NC(C2CC(N(CCC3)C3C([Hg])=O)=O)=O)c2cc1,Cc1cc(NC(C2CC(N(CC3)CCC3C([Hg])=O)=O)=O)c2cc1,Cc1cc(NC(C2CC(N(CCN(C)C3)C3C([Hg])=O)=O)=O)c2cc1,Cc1cc(NC(C2CC(N(CC([Hg])=O)c3ccc[o]3)=O)=O)c2cc1,Cc1cc(NC(C2CC(Nc(cc3)ccc3C([Hg])=O)=O)=O)c2cc1,Cc1cc(NC(C2CC(NC(Cc3ccccc3)C([Hg])=O)=O)=O)c2cc1,Cc1cc(NC(C2CC(NCc3cccc(CC([Hg])=O)c3)=O)=O)c2cc1
Cc([n](CC([Hg])=O)nc1[N+]([O-])=O)c1Cl,CC(C([Hg])=O)NC(C[n](c(C)c1Cl)nc1[N+]([O-])=O)=O,CCN(CCC([Hg])=O)C(C[n](c(C)c1Cl)nc1[N+]([O-])=O)=O,Cc([n](CC(NC1(COC1)C([Hg])=O)=O)nc1[N+]([O-])=O)c1Cl,Cc([n](CC(N(CCC1)C1C([Hg])=O)=O)nc1[N+]([O-])=O)c1Cl,Cc([n](CC(N(CC1)CCC1C([Hg])=O)=O)nc1[N+]([O-])=O)c1Cl,Cc([n](CC(N(CCN(C)C1)C1C([Hg])=O)=O)nc1[N+]([O-])=O)c1Cl,Cc([n](CC(N(CC([Hg])=O)c1ccc[o]1)=O)nc1[N+]([O-])=O)c1Cl,Cc([n](CC(Nc(cc1)ccc1C([Hg])=O)=O)nc1[N+]([O-])=O)c1Cl,Cc([n](CC(NC(Cc1ccccc1)C([Hg])=O)=O)nc1[N+]([O-])=O)c1Cl,Cc([n](CC(NCc1cccc(CC([Hg])=O)c1)=O)nc1[N+]([O-])=O)c1Cl
O=C(COc(cc1)cc(O2)c1C(CCCC1)=C1C2=O)[Hg],CC(C([Hg])=O)NC(COc(cc1)cc(O2)c1C(CCCC1)=C1C2=O)=O,CCN(CCC([Hg])=O)C(COc(cc1)cc(O2)c1C(CCCC1)=C1C2=O)=O,O=C(COc(cc1)cc(O2)c1C(CCCC1)=C1C2=O)NC1(COC1)C([Hg])=O,O=C(COc(cc1)cc(O2)c1C(CCCC1)=C1C2=O)N(CCC1)C1C([Hg])=O,O=C(COc(cc1)cc(O2)c1C(CCCC1)=C1C2=O)N(CC1)CCC1C([Hg])=O,CN(CC1)CC(C([Hg])=O)N1C(COc(cc1)cc(O2)c1C(CCCC1)=C1C2=O)=O,O=C(COc(cc1)cc(O2)c1C(CCCC1)=C1C2=O)N(CC([Hg])=O)c1ccc[o]1,O=C(COc(cc1)cc(O2)c1C(CCCC1)=C1C2=O)Nc(cc1)ccc1C([Hg])=O,O=C(COc(cc1)cc(O2)c1C(CCCC1)=C1C2=O)NC(Cc1ccccc1)C([Hg])=O,O=C(COc(cc1)cc(O2)c1C(CCCC1)=C1C2=O)NCc1cccc(CC([Hg])=O)c1
O=C(CCc1ccc(-c2ccc[s]2)[o]1)[Hg],CC(C([Hg])=O)NC(CCc1ccc(-c2ccc[s]2)[o]1)=O,CCN(CCC([Hg])=O)C(CCc1ccc(-c2ccc[s]2)[o]1)=O,O=C(CCc1ccc(-c2ccc[s]2)[o]1)NC1(COC1)C([Hg])=O,O=C(CCc1ccc(-c2ccc[s]2)[o]1)N(CCC1)C1C([Hg])=O,O=C(CCc1ccc(-c2ccc[s]2)[o]1)N(CC1)CCC1C([Hg])=O,CN(CC1)CC(C([Hg])=O)N1C(CCc1ccc(-c2ccc[s]2)[o]1)=O,O=C(CCc1ccc(-c2ccc[s]2)[o]1)N(CC([Hg])=O)c1ccc[o]1,O=C(CCc1ccc(-c2ccc[s]2)[o]1)Nc(cc1)ccc1C([Hg])=O,O=C(CCc1ccc(-c2ccc[s]2)[o]1)NC(Cc1ccccc1)C([Hg])=O,O=C(CCc1ccc(-c2ccc[s]2)[o]1)NCc1cccc(CC([Hg])=O)c1
