ID,ECFP_L1,ECFP_L2,COAF_L1,COAF_L2
16387,CN(C)C(NCCCC(C(O)=O)NC(CCC(c(cc1)ccc1OC)=O)=O)=O,CN(C)C(NCCCCNC(CCC(c(cc1)ccc1OC)=O)=O)=O,CN(C)C(NCCCC(C([Hg])=O)NC(CCC(c(cc1)ccc1OC)=O)=O)=O,CN(C)C(NCCCCN(C(CCC(c(cc1)ccc1OC)=O)=O)[Hg])=O
16388,CN(C)C(NCCCC(C(O)=O)NC(Cc(cc1)cc(OC)c1F)=O)=O,CN(C)C(NCCCCNC(Cc(cc1)cc(OC)c1F)=O)=O,CN(C)C(NCCCC(C([Hg])=O)NC(Cc(cc1)cc(OC)c1F)=O)=O,CN(C)C(NCCCCN(C(Cc(cc1)cc(OC)c1F)=O)[Hg])=O
16389,CN(C)C(NCCCC(C(O)=O)NC(CCOc1ccc(CO)cc1)=O)=O,CN(C)C(NCCCCNC(CCOc1ccc(CO)cc1)=O)=O,CN(C)C(NCCCC(C([Hg])=O)NC(CCOc1ccc(CO)cc1)=O)=O,CN(C)C(NCCCCN(C(CCOc1ccc(CO)cc1)=O)[Hg])=O
16390,CN(C)C(NCCCC(C(O)=O)NC(CCc(cc1)ccc1F)=O)=O,CN(C)C(NCCCCNC(CCc(cc1)ccc1F)=O)=O,CN(C)C(NCCCC(C([Hg])=O)NC(CCc(cc1)ccc1F)=O)=O,CN(C)C(NCCCCN(C(CCc(cc1)ccc1F)=O)[Hg])=O
16391,CN(C)C(NCCCC(C(O)=O)NC(COc(cc1)ccc1F)=O)=O,CN(C)C(NCCCCNC(COc(cc1)ccc1F)=O)=O,CN(C)C(NCCCC(C([Hg])=O)NC(COc(cc1)ccc1F)=O)=O,CN(C)C(NCCCCN(C(COc(cc1)ccc1F)=O)[Hg])=O
16392,CN(C)C(NCCCC(C(O)=O)NC(CCc(cc1)cc(F)c1F)=O)=O,CN(C)C(NCCCCNC(CCc(cc1)cc(F)c1F)=O)=O,CN(C)C(NCCCC(C([Hg])=O)NC(CCc(cc1)cc(F)c1F)=O)=O,CN(C)C(NCCCCN(C(CCc(cc1)cc(F)c1F)=O)[Hg])=O
16393,CN(C)C(NCCCC(C(O)=O)NC(CCc1c(C(F)(F)F)cccc1)=O)=O,CN(C)C(NCCCCNC(CCc1c(C(F)(F)F)cccc1)=O)=O,CN(C)C(NCCCC(C([Hg])=O)NC(CCc1c(C(F)(F)F)cccc1)=O)=O,CN(C)C(NCCCCN(C(CCc1c(C(F)(F)F)cccc1)=O)[Hg])=O
16394,CN(C)C(NCCCC(C(O)=O)NC(CCc(ccc(Cl)c1)c1Cl)=O)=O,CN(C)C(NCCCCNC(CCc(ccc(Cl)c1)c1Cl)=O)=O,CN(C)C(NCCCC(C([Hg])=O)NC(CCc(ccc(Cl)c1)c1Cl)=O)=O,CN(C)C(NCCCCN(C(CCc(ccc(Cl)c1)c1Cl)=O)[Hg])=O
16395,CN(C)C(NCCCC(C(O)=O)NC(CCC(c(cc1)ccc1F)=O)=O)=O,CN(C)C(NCCCCNC(CCC(c(cc1)ccc1F)=O)=O)=O,CN(C)C(NCCCC(C([Hg])=O)NC(CCC(c(cc1)ccc1F)=O)=O)=O,CN(C)C(NCCCCN(C(CCC(c(cc1)ccc1F)=O)=O)[Hg])=O
16396,CN(C)C(NCCCC(C(O)=O)NC(CCC(c1cc(F)cc(F)c1)=O)=O)=O,CN(C)C(NCCCCNC(CCC(c1cc(F)cc(F)c1)=O)=O)=O,CN(C)C(NCCCC(C([Hg])=O)NC(CCC(c1cc(F)cc(F)c1)=O)=O)=O,CN(C)C(NCCCCN(C(CCC(c1cc(F)cc(F)c1)=O)=O)[Hg])=O
16397,CN(C)C(NCCCC(C(O)=O)NC(Cc(c(Cl)ccc1)c1Cl)=O)=O,CN(C)C(NCCCCNC(Cc(c(Cl)ccc1)c1Cl)=O)=O,CN(C)C(NCCCC(C([Hg])=O)NC(Cc(c(Cl)ccc1)c1Cl)=O)=O,CN(C)C(NCCCCN(C(Cc(c(Cl)ccc1)c1Cl)=O)[Hg])=O
16398,CN(C)C(NCCCC(C(O)=O)NC(Cc(ccc(Cl)c1)c1Cl)=O)=O,CN(C)C(NCCCCNC(Cc(ccc(Cl)c1)c1Cl)=O)=O,CN(C)C(NCCCC(C([Hg])=O)NC(Cc(ccc(Cl)c1)c1Cl)=O)=O,CN(C)C(NCCCCN(C(Cc(ccc(Cl)c1)c1Cl)=O)[Hg])=O
16399,CN(C)C(NCCCC(C(O)=O)NC(CCc1cccc(Cl)c1)=O)=O,CN(C)C(NCCCCNC(CCc1cccc(Cl)c1)=O)=O,CN(C)C(NCCCC(C([Hg])=O)NC(CCc1cc(Cl)ccc1)=O)=O,CN(C)C(NCCCCN(C(CCc1cc(Cl)ccc1)=O)[Hg])=O
16400,CN(C)C(NCCCC(C(O)=O)NC(CCc(cc1)ccc1Cl)=O)=O,CN(C)C(NCCCCNC(CCc(cc1)ccc1Cl)=O)=O,CN(C)C(NCCCC(C([Hg])=O)NC(CCc(cc1)ccc1Cl)=O)=O,CN(C)C(NCCCCN(C(CCc(cc1)ccc1Cl)=O)[Hg])=O
16401,CN(C)C(NCCCC(C(O)=O)NC(CCc(cc1)cc(Cl)c1Cl)=O)=O,CN(C)C(NCCCCNC(CCc(cc1)cc(Cl)c1Cl)=O)=O,CN(C)C(NCCCC(C([Hg])=O)NC(CCc(cc1)cc(Cl)c1Cl)=O)=O,CN(C)C(NCCCCN(C(CCc(cc1)cc(Cl)c1Cl)=O)[Hg])=O
16402,CN(C)C(NCCCC(C(O)=O)NC(CCC(c(cc1)ccc1Cl)=O)=O)=O,CN(C)C(NCCCCNC(CCC(c(cc1)ccc1Cl)=O)=O)=O,CN(C)C(NCCCC(C([Hg])=O)NC(CCC(c(cc1)ccc1Cl)=O)=O)=O,CN(C)C(NCCCCN(C(CCC(c(cc1)ccc1Cl)=O)=O)[Hg])=O
16403,Cc(cc(cc1)Cl)c1OCC(NC(CCCNC(N(C)C)=O)C(O)=O)=O,Cc(cc(cc1)Cl)c1OCC(NCCCCNC(N(C)C)=O)=O,Cc(cc(cc1)Cl)c1OCC(NC(CCCNC(N(C)C)=O)C([Hg])=O)=O,Cc(cc(cc1)Cl)c1OCC(N(CCCCNC(N(C)C)=O)[Hg])=O
16404,CN(C)C(NCCCC(C(O)=O)NC(COc(cc1)ccc1Cl)=O)=O,CN(C)C(NCCCCNC(COc(cc1)ccc1Cl)=O)=O,CN(C)C(NCCCC(C([Hg])=O)NC(COc(cc1)ccc1Cl)=O)=O,CN(C)C(NCCCCN(C(COc(cc1)ccc1Cl)=O)[Hg])=O
16405,CN(C)C(NCCCC(C(O)=O)NC(CC1C=CCC1)=O)=O,CN(C)C(NCCCCNC(CC1C=CCC1)=O)=O,CN(C)C(NCCCC(C([Hg])=O)NC(CC1C=CCC1)=O)=O,CN(C)C(NCCCCN(C(CC1C=CCC1)=O)[Hg])=O
16406,CN(C)C(NCCCC(C(O)=O)NC(CCN1c(cc(cc2)Cl)c2OCC1=O)=O)=O,CN(C)C(NCCCCNC(CCN1c(cc(cc2)Cl)c2OCC1=O)=O)=O,CN(C)C(NCCCC(C([Hg])=O)NC(CCN1c(cc(cc2)Cl)c2OCC1=O)=O)=O,CN(C)C(NCCCCN(C(CCN1c(cc(cc2)Cl)c2OCC1=O)=O)[Hg])=O
16407,CN(C)C(NCCCC(C(O)=O)NC(CCN1c(cccc2)c2OCC1=O)=O)=O,CN(C)C(NCCCCNC(CCN1c(cccc2)c2OCC1=O)=O)=O,CN(C)C(NCCCC(C([Hg])=O)NC(CCN1c(cccc2)c2OCC1=O)=O)=O,CN(C)C(NCCCCN(C(CCN1c(cccc2)c2OCC1=O)=O)[Hg])=O
16408,CN(C)C(NCCCC(C(O)=O)NC(CCC#C)=O)=O,CN(C)C(NCCCCNC(CCC#C)=O)=O,CN(C)C(NCCCC(C([Hg])=O)NC(CCC#C)=O)=O,CN(C)C(NCCCCN(C(CCC#C)=O)[Hg])=O
16409,CN(C)C(NCCCC(C(O)=O)NC(Cc(ccc(Cl)c1)c1F)=O)=O,CN(C)C(NCCCCNC(Cc(ccc(Cl)c1)c1F)=O)=O,CN(C)C(NCCCC(C([Hg])=O)NC(Cc(ccc(Cl)c1)c1F)=O)=O,CN(C)C(NCCCCN(C(Cc(ccc(Cl)c1)c1F)=O)[Hg])=O
16410,CN(C)C(NCCCC(C(O)=O)NC(CCN(C=Nc1c2cccc1)C2=O)=O)=O,CN(C)C(NCCCCNC(CCN(C=Nc1c2cccc1)C2=O)=O)=O,CN(C)C(NCCCC(C([Hg])=O)NC(CCN(C=Nc1c2cccc1)C2=O)=O)=O,CN(C)C(NCCCCN(C(CCN(C=Nc1c2cccc1)C2=O)=O)[Hg])=O
16411,Cc1nc(cccc2)c2[n]1CCC(NC(CCCNC(N(C)C)=O)C(O)=O)=O,Cc1nc(cccc2)c2[n]1CCC(NCCCCNC(N(C)C)=O)=O,Cc1nc(cccc2)c2[n]1CCC(NC(CCCNC(N(C)C)=O)C([Hg])=O)=O,Cc1nc(cccc2)c2[n]1CCC(N(CCCCNC(N(C)C)=O)[Hg])=O
16412,CN(C)C(NCCCC(C(O)=O)NC(Cc1c(C(F)(F)F)cccc1)=O)=O,CN(C)C(NCCCCNC(Cc1c(C(F)(F)F)cccc1)=O)=O,CN(C)C(NCCCC(C([Hg])=O)NC(Cc1c(C(F)(F)F)cccc1)=O)=O,CN(C)C(NCCCCN(C(Cc1c(C(F)(F)F)cccc1)=O)[Hg])=O
16413,CN(C)C(NCCCC(C(O)=O)NC(CCc1nc(-c2cnccc2)n[o]1)=O)=O,CN(C)C(NCCCCNC(CCc1nc(-c2cnccc2)n[o]1)=O)=O,CN(C)C(NCCCC(C([Hg])=O)NC(CCc1nc(-c2cnccc2)n[o]1)=O)=O,CN(C)C(NCCCCN(C(CCc1nc(-c2cnccc2)n[o]1)=O)[Hg])=O
16414,Cc1nnn[n]1-c1ccc(CC(NC(CCCNC(N(C)C)=O)C(O)=O)=O)cc1,Cc1nnn[n]1-c1ccc(CC(NCCCCNC(N(C)C)=O)=O)cc1,Cc1nnn[n]1-c1ccc(CC(NC(CCCNC(N(C)C)=O)C([Hg])=O)=O)cc1,Cc1nnn[n]1-c1ccc(CC(N(CCCCNC(N(C)C)=O)[Hg])=O)cc1
16415,CC(c1c(C)[n](CCC(NC(CCCNC(N(C)C)=O)C(O)=O)=O)nc1C)=O,CC(c1c(C)[n](CCC(NCCCCNC(N(C)C)=O)=O)nc1C)=O,CC(c1c(C)[n](CCC(NC(CCCNC(N(C)C)=O)C([Hg])=O)=O)nc1C)=O,CC(c1c(C)[n](CCC(N(CCCCNC(N(C)C)=O)[Hg])=O)nc1C)=O
16416,Cc1c(C)[n](CCC(NC(CCCNC(N(C)C)=O)C(O)=O)=O)nc1C,Cc1c(C)[n](CCC(NCCCCNC(N(C)C)=O)=O)nc1C,Cc1c(C)[n](CCC(NC(CCCNC(N(C)C)=O)C([Hg])=O)=O)nc1C,Cc1c(C)[n](CCC(N(CCCCNC(N(C)C)=O)[Hg])=O)nc1C
16417,Cc1cc(NC(C2CC(NC(CCCNC(N(C)C)=O)C(O)=O)=O)=O)c2cc1,Cc1cc(NC(C2CC(NCCCCNC(N(C)C)=O)=O)=O)c2cc1,Cc1cc(NC(C2CC(NC(CCCNC(N(C)C)=O)C([Hg])=O)=O)=O)c2cc1,Cc1cc(NC(C2CC(N(CCCCNC(N(C)C)=O)[Hg])=O)=O)c2cc1
16418,Cc([n](CC(NC(CCCNC(N(C)C)=O)C(O)=O)=O)nc1[N+]([O-])=O)c1Cl,Cc([n](CC(NCCCCNC(N(C)C)=O)=O)nc1[N+]([O-])=O)c1Cl,Cc([n](CC(NC(CCCNC(N(C)C)=O)C([Hg])=O)=O)nc1[N+]([O-])=O)c1Cl,Cc([n](CC(N(CCCCNC(N(C)C)=O)[Hg])=O)nc1[N+]([O-])=O)c1Cl
16419,CN(C)C(NCCCC(C(O)=O)NC(COc(cc1)cc(O2)c1C(CCCC1)=C1C2=O)=O)=O,CN(C)C(NCCCCNC(COc(cc1)cc(O2)c1C(CCCC1)=C1C2=O)=O)=O,CN(C)C(NCCCC(C([Hg])=O)NC(COc(cc1)cc(O2)c1C(CCCC1)=C1C2=O)=O)=O,CN(C)C(NCCCCN(C(COc(cc1)cc(O2)c1C(CCCC1)=C1C2=O)=O)[Hg])=O
16420,CN(C)C(NCCCC(C(O)=O)NC(CCc1ccc(-c2ccc[s]2)[o]1)=O)=O,CN(C)C(NCCCCNC(CCc1ccc(-c2ccc[s]2)[o]1)=O)=O,CN(C)C(NCCCC(C([Hg])=O)NC(CCc1ccc(-c2ccc[s]2)[o]1)=O)=O,CN(C)C(NCCCCN(C(CCc1ccc(-c2ccc[s]2)[o]1)=O)[Hg])=O
16421,CCC(c(c(OCC(NC(CCCNC(N(C)C)=O)C(O)=O)=O)cc(C)c1)c1O1)=CC1=O,CCC(c(c(OCC(NCCCCNC(N(C)C)=O)=O)cc(C)c1)c1O1)=CC1=O,CCC(c(c(O1)cc(C)c2)c2OCC(NC(CCCNC(N(C)C)=O)C([Hg])=O)=O)=CC1=O,CCC(c(c(O1)cc(C)c2)c2OCC(N(CCCCNC(N(C)C)=O)[Hg])=O)=CC1=O
16422,CN(C)C(NCCCC(C(O)=O)NC(CCC(NC1CCCCCC1)=O)=O)=O,CN(C)C(NCCCCNC(CCC(NC1CCCCCC1)=O)=O)=O,CN(C)C(NCCCC(C([Hg])=O)NC(CCC(NC1CCCCCC1)=O)=O)=O,CN(C)C(NCCCCN(C(CCC(NC1CCCCCC1)=O)=O)[Hg])=O
16423,CN(C)C(NCCCC(C(O)=O)NC(CCC(N(C)C1CCCCC1)=O)=O)=O,CN(C)C(NCCCCNC(CCC(N(C)C1CCCCC1)=O)=O)=O,CN(C)C(NCCCC(C([Hg])=O)NC(CCC(N(C)C1CCCCC1)=O)=O)=O,CN(C)C(NCCCCN(C(CCC(N(C)C1CCCCC1)=O)=O)[Hg])=O
16424,CN(C)C(NCCCC(C(O)=O)NC(CCCc1nc(-c(cccc2)c2OC)n[o]1)=O)=O,CN(C)C(NCCCCNC(CCCc1nc(-c(cccc2)c2OC)n[o]1)=O)=O,CN(C)C(NCCCC(C([Hg])=O)NC(CCCc1nc(-c(cccc2)c2OC)n[o]1)=O)=O,CN(C)C(NCCCCN(C(CCCc1nc(-c(cccc2)c2OC)n[o]1)=O)[Hg])=O
16425,CN(C)C(NCCCC(C(O)=O)NC(CCc1nc(-c(cccc2)c2OC)n[o]1)=O)=O,CN(C)C(NCCCCNC(CCc1nc(-c(cccc2)c2OC)n[o]1)=O)=O,CN(C)C(NCCCC(C([Hg])=O)NC(CCc1nc(-c(cccc2)c2OC)n[o]1)=O)=O,CN(C)C(NCCCCN(C(CCc1nc(-c(cccc2)c2OC)n[o]1)=O)[Hg])=O
16426,CN(C)C(NCCCC(C(O)=O)NC(CCc1nc(-c2ccc[o]2)n[o]1)=O)=O,CN(C)C(NCCCCNC(CCc1nc(-c2ccc[o]2)n[o]1)=O)=O,CN(C)C(NCCCC(C([Hg])=O)NC(CCc1nc(-c2ccc[o]2)n[o]1)=O)=O,CN(C)C(NCCCCN(C(CCc1nc(-c2ccc[o]2)n[o]1)=O)[Hg])=O
16427,Cc(cccc1)c1-c1n[o]c(CCC(NC(CCCNC(N(C)C)=O)C(O)=O)=O)n1,Cc(cccc1)c1-c1n[o]c(CCC(NCCCCNC(N(C)C)=O)=O)n1,Cc(cccc1)c1-c1n[o]c(CCC(NC(CCCNC(N(C)C)=O)C([Hg])=O)=O)n1,Cc(cccc1)c1-c1n[o]c(CCC(N(CCCCNC(N(C)C)=O)[Hg])=O)n1
16428,CN(C)C(NCCCC(C(O)=O)NC(c1cc(cccc2)c2nc1)=O)=O,CN(C)C(NCCCCNC(c1cc(cccc2)c2nc1)=O)=O,CN(C)C(NCCCC(C([Hg])=O)NC(c1cc(cccc2)c2nc1)=O)=O,CN(C)C(NCCCCN(C(c1cc(cccc2)c2nc1)=O)[Hg])=O
16429,CN(C)C(NCCCC(C(O)=O)NC(c1nc(cccc2)c2c(OC)c1)=O)=O,CN(C)C(NCCCCNC(c1nc(cccc2)c2c(OC)c1)=O)=O,CN(C)C(NCCCC(C([Hg])=O)NC(c1nc(cccc2)c2c(OC)c1)=O)=O,CN(C)C(NCCCCN(C(c1nc(cccc2)c2c(OC)c1)=O)[Hg])=O
16430,CN(C)C(NCCCC(C(O)=O)NC(c1nc(cccc2)c2cc1)=O)=O,CN(C)C(NCCCCNC(c1nc(cccc2)c2cc1)=O)=O,CN(C)C(NCCCC(C([Hg])=O)NC(c1nc(cccc2)c2cc1)=O)=O,CN(C)C(NCCCCN(C(c1nc(cccc2)c2cc1)=O)[Hg])=O
16431,CN(C)C(NCCCC(C(O)=O)NC(c(cc1)cc2c1nccc2)=O)=O,CN(C)C(NCCCCNC(c(cc1)cc2c1nccc2)=O)=O,CN(C)C(NCCCC(C([Hg])=O)NC(c(cc1)cc2c1nccc2)=O)=O,CN(C)C(NCCCCN(C(c(cc1)cc2c1nccc2)=O)[Hg])=O
16432,Cc(cc1)nc(cc2)c1cc2C(NC(CCCNC(N(C)C)=O)C(O)=O)=O,Cc(cc1)nc(cc2)c1cc2C(NCCCCNC(N(C)C)=O)=O,Cc(cc1)nc(cc2)c1cc2C(NC(CCCNC(N(C)C)=O)C([Hg])=O)=O,Cc(cc1)nc(cc2)c1cc2C(N(CCCCNC(N(C)C)=O)[Hg])=O
16433,CN(C)C(NCCCC(C(O)=O)NC(C1[C@@H](CC2)C[C@@H]2C1)=O)=O,CN(C)C(NCCCCNC(C1[C@@H](CC2)C[C@@H]2C1)=O)=O,CN(C)C(NCCCC(C([Hg])=O)NC(C1[C@@H](CC2)C[C@@H]2C1)=O)=O,CN(C)C(NCCCCN(C(C1[C@@H](CC2)C[C@@H]2C1)=O)[Hg])=O
16434,CN(C)C(NCCCC(C(O)=O)NC(c1cccc2c1ccnc2)=O)=O,CN(C)C(NCCCCNC(c1cccc2c1ccnc2)=O)=O,CN(C)C(NCCCC(C([Hg])=O)NC(c1cccc2c1ccnc2)=O)=O,CN(C)C(NCCCCN(C(c1cccc2c1ccnc2)=O)[Hg])=O
16435,CN(C)C(NCCCC(C(O)=O)NC(c1nccc2c1cccc2)=O)=O,CN(C)C(NCCCCNC(c1nccc2c1cccc2)=O)=O,CN(C)C(NCCCC(C([Hg])=O)NC(c1nccc2c1cccc2)=O)=O,CN(C)C(NCCCCN(C(c1nccc2c1cccc2)=O)[Hg])=O
16436,CN(C)C(NCCCC(C(O)=O)NC(c1cc(cc(cc2)F)c2[nH]1)=O)=O,CN(C)C(NCCCCNC(c1cc(cc(cc2)F)c2[nH]1)=O)=O,CN(C)C(NCCCC(C([Hg])=O)NC(c1cc(cc(cc2)F)c2[nH]1)=O)=O,CN(C)C(NCCCCN(C(c1cc(cc(cc2)F)c2[nH]1)=O)[Hg])=O
16437,CN(C)C(NCCCC(C(O)=O)NC(c(cc1)cc2c1[nH]cc2)=O)=O,CN(C)C(NCCCCNC(c(cc1)cc2c1[nH]cc2)=O)=O,CN(C)C(NCCCC(C([Hg])=O)NC(c(cc1)cc2c1[nH]cc2)=O)=O,CN(C)C(NCCCCN(C(c(cc1)cc2c1[nH]cc2)=O)[Hg])=O
16438,CN(C)C(NCCCC(C(O)=O)NC(c1cc([nH]cc2)c2cc1)=O)=O,CN(C)C(NCCCCNC(c1cc([nH]cc2)c2cc1)=O)=O,CN(C)C(NCCCC(C([Hg])=O)NC(c1cc([nH]cc2)c2cc1)=O)=O,CN(C)C(NCCCCN(C(c1cc([nH]cc2)c2cc1)=O)[Hg])=O
16439,CN(C)C(NCCCC(C(O)=O)NC(c1cc(cc(cc2)OC)c2[nH]1)=O)=O,CN(C)C(NCCCCNC(c1cc(cc(cc2)OC)c2[nH]1)=O)=O,CN(C)C(NCCCC(C([Hg])=O)NC(c1cc(cc(cc2)OC)c2[nH]1)=O)=O,CN(C)C(NCCCCN(C(c1cc(cc(cc2)OC)c2[nH]1)=O)[Hg])=O
16440,CN(C)C(NCCCC(C(O)=O)NC(Cc1c[nH]c(cc2)c1cc2Br)=O)=O,CN(C)C(NCCCCNC(Cc1c[nH]c(cc2)c1cc2Br)=O)=O,CN(C)C(NCCCC(C([Hg])=O)NC(Cc1c[nH]c(cc2)c1cc2Br)=O)=O,CN(C)C(NCCCCN(C(Cc1c[nH]c(cc2)c1cc2Br)=O)[Hg])=O
16441,CN(C)C(NCCCC(C(O)=O)NC(c(cc1)cc2c1[n](C)cc2)=O)=O,CN(C)C(NCCCCNC(c(cc1)cc2c1[n](C)cc2)=O)=O,CN(C)C(NCCCC(C([Hg])=O)NC(c(cc1)cc2c1[n](C)cc2)=O)=O,CN(C)C(NCCCCN(C(c(cc1)cc2c1[n](C)cc2)=O)[Hg])=O
16442,CN(C)C(NCCCC(C(O)=O)NC(c1cc(cccc2)c2[nH]1)=O)=O,CN(C)C(NCCCCNC(c1cc(cccc2)c2[nH]1)=O)=O,CN(C)C(NCCCC(C([Hg])=O)NC(c1cc(cccc2)c2[nH]1)=O)=O,CN(C)C(NCCCCN(C(c1cc(cccc2)c2[nH]1)=O)[Hg])=O
16443,CN(C)C(NCCCC(C(O)=O)NC(c1n[n](C)c2c1cccc2)=O)=O,CN(C)C(NCCCCNC(c1n[n](C)c2c1cccc2)=O)=O,CN(C)C(NCCCC(C([Hg])=O)NC(c1n[n](C)c2c1cccc2)=O)=O,CN(C)C(NCCCCN(C(c1n[n](C)c2c1cccc2)=O)[Hg])=O
16444,CN(C)C(NCCCC(C(O)=O)NC(c1n[nH]c2c1cccc2)=O)=O,CN(C)C(NCCCCNC(c1n[nH]c2c1cccc2)=O)=O,CN(C)C(NCCCC(C([Hg])=O)NC(c1n[nH]c2c1cccc2)=O)=O,CN(C)C(NCCCCN(C(c1n[nH]c2c1cccc2)=O)[Hg])=O
16445,CN(C)C(NCCCC(C(O)=O)NC(c(cc1)cc2c1[nH]cn2)=O)=O,CN(C)C(NCCCCNC(c(cc1)cc2c1[nH]cn2)=O)=O,CN(C)C(NCCCC(C([Hg])=O)NC(c(cc1)cc2c1[nH]cn2)=O)=O,CN(C)C(NCCCCN(C(c(cc1)cc2c1[nH]cn2)=O)[Hg])=O
16446,CN(C)C(NCCCC(C(O)=O)NC(c1ccc(C[n]2c(cccc3)c3nc2)cc1)=O)=O,CN(C)C(NCCCCNC(c1ccc(C[n]2c(cccc3)c3nc2)cc1)=O)=O,CN(C)C(NCCCC(C([Hg])=O)NC(c1ccc(C[n]2c(cccc3)c3nc2)cc1)=O)=O,CN(C)C(NCCCCN(C(c1ccc(C[n]2c(cccc3)c3nc2)cc1)=O)[Hg])=O
16447,CN(C)C(NCCCC(C(O)=O)NC(c(cc1)cc2c1OCCO2)=O)=O,CN(C)C(NCCCCNC(c(cc1)cc2c1OCCO2)=O)=O,CN(C)C(NCCCC(C([Hg])=O)NC(c(cc1)cc2c1OCCO2)=O)=O,CN(C)C(NCCCCN(C(c(cc1)cc2c1OCCO2)=O)[Hg])=O
16448,Cc(nc1)cnc1C(NC(CCCNC(N(C)C)=O)C(O)=O)=O,Cc(nc1)cnc1C(NCCCCNC(N(C)C)=O)=O,Cc(nc1)cnc1C(NC(CCCNC(N(C)C)=O)C([Hg])=O)=O,Cc(nc1)cnc1C(N(CCCCNC(N(C)C)=O)[Hg])=O
16449,CN(C)C(NCCCC(C(O)=O)NC(CC1CCCCCC1)=O)=O,CN(C)C(NCCCCNC(CC1CCCCCC1)=O)=O,CN(C)C(NCCCC(C([Hg])=O)NC(CC1CCCCCC1)=O)=O,CN(C)C(NCCCCN(C(CC1CCCCCC1)=O)[Hg])=O
16450,CN(C)C(NCCCC(C(O)=O)NC(CCNC(NC1(C[C@H](C2)C3)C[C@H]3CC2C1)=O)=O)=O,CN(C)C(NCCCCNC(CCNC(NC1(C[C@H](C2)C3)C[C@H]3CC2C1)=O)=O)=O,CN(C)C(NCCCC(C([Hg])=O)NC(CCNC(NC1(C[C@H](C2)C3)C[C@H]3CC2C1)=O)=O)=O,CN(C)C(NCCCCN(C(CCNC(NC1(C[C@H](C2)C3)C[C@H]3CC2C1)=O)=O)[Hg])=O
16451,CN(C)C(NCCCC(C(O)=O)NC(c1n[nH]c(C2CC2)c1)=O)=O,CN(C)C(NCCCCNC(c1n[nH]c(C2CC2)c1)=O)=O,CN(C)C(NCCCC(C([Hg])=O)NC(c1n[nH]c(C2CC2)c1)=O)=O,CN(C)C(NCCCCN(C(c1n[nH]c(C2CC2)c1)=O)[Hg])=O
16452,CN(C)C(NCCCC(C(O)=O)NC(Cc1c[o]c2c1ccc(OC)c2)=O)=O,CN(C)C(NCCCCNC(Cc1c[o]c2c1ccc(OC)c2)=O)=O,CN(C)C(NCCCC(C([Hg])=O)NC(Cc1c[o]c2c1ccc(OC)c2)=O)=O,CN(C)C(NCCCCN(C(Cc1c[o]c2c1ccc(OC)c2)=O)[Hg])=O
16453,Cc1c(C(NC(CCCNC(N(C)C)=O)C(O)=O)=O)[o]c2c1ccc(C)c2,Cc1c(C(NCCCCNC(N(C)C)=O)=O)[o]c2c1ccc(C)c2,Cc1c(C(NC(CCCNC(N(C)C)=O)C([Hg])=O)=O)[o]c2c1ccc(C)c2,Cc1c(C(N(CCCCNC(N(C)C)=O)[Hg])=O)[o]c2c1ccc(C)c2
16454,CN(C)C(NCCCC(C(O)=O)NC(c(cc1)cc2c1[o]cc2)=O)=O,CN(C)C(NCCCCNC(c(cc1)cc2c1[o]cc2)=O)=O,CN(C)C(NCCCC(C([Hg])=O)NC(c(cc1)cc2c1[o]cc2)=O)=O,CN(C)C(NCCCCN(C(c(cc1)cc2c1[o]cc2)=O)[Hg])=O
16455,CN(C)C(NCCCC(C(O)=O)NC(c1c[n](cc[s]2)c2n1)=O)=O,CN(C)C(NCCCCNC(c1c[n](cc[s]2)c2n1)=O)=O,CN(C)C(NCCCC(C([Hg])=O)NC(c1c[n](cc[s]2)c2n1)=O)=O,CN(C)C(NCCCCN(C(c1c[n](cc[s]2)c2n1)=O)[Hg])=O
16456,CN(C)C(NCCCC(C(O)=O)NC(c(cc1)ccc1-[n]1cncc1)=O)=O,CN(C)C(NCCCCNC(c(cc1)ccc1-[n]1cncc1)=O)=O,CN(C)C(NCCCC(C([Hg])=O)NC(c(cc1)ccc1-[n]1cncc1)=O)=O,CN(C)C(NCCCCN(C(c(cc1)ccc1-[n]1cncc1)=O)[Hg])=O
16457,CC[C@H](CC1)CC[C@@H]1C(NC(CCCNC(N(C)C)=O)C(O)=O)=O,CC[C@H](CC1)CC[C@@H]1C(NCCCCNC(N(C)C)=O)=O,CC[C@H](CC1)CC[C@@H]1C(NC(CCCNC(N(C)C)=O)C([Hg])=O)=O,CC[C@H](CC1)CC[C@@H]1C(N(CCCCNC(N(C)C)=O)[Hg])=O
16458,CN(C)C(NCCCC(C(O)=O)NC(C(CC1)CCC1=O)=O)=O,CN(C)C(NCCCCNC(C(CC1)CCC1=O)=O)=O,CN(C)C(NCCCC(C([Hg])=O)NC(C(CC1)CCC1=O)=O)=O,CN(C)C(NCCCCN(C(C(CC1)CCC1=O)=O)[Hg])=O
16459,Cc1nc(ccc(C(NC(CCCNC(N(C)C)=O)C(O)=O)=O)c2)c2nc1C,Cc1nc(ccc(C(NCCCCNC(N(C)C)=O)=O)c2)c2nc1C,Cc1nc(ccc(C(NC(CCCNC(N(C)C)=O)C([Hg])=O)=O)c2)c2nc1C,Cc1nc(ccc(C(N(CCCCNC(N(C)C)=O)[Hg])=O)c2)c2nc1C
