ID,ECFP_L1,ECFP_L2,COAF_L1,COAF_L2
2050,C[n](cc1)c(cc2)c1cc2C(NC(Cc1c[nH]cn1)C(O)=O)=O,C[n](cc1)c(cc2)c1cc2C(NCCc1c[nH]cn1)=O,C[n](cc1)c(cc2)c1cc2C(NC(Cc1c[nH]cn1)C([Hg])=O)=O,C[n](cc1)c(cc2)c1cc2C(N(CCc1c[nH]cn1)[Hg])=O
2051,OC(C(Cc1c[nH]cn1)NC(c1cc(cccc2)c2[nH]1)=O)=O,O=C(c1cc(cccc2)c2[nH]1)NCCc1c[nH]cn1,O=C(C(Cc1c[nH]cn1)NC(c1cc(cccc2)c2[nH]1)=O)[Hg],O=C(c1cc(cccc2)c2[nH]1)N(CCc1c[nH]cn1)[Hg]
2052,C[n]1nc(C(NC(Cc2c[nH]cn2)C(O)=O)=O)c2c1cccc2,C[n]1nc(C(NCCc2c[nH]cn2)=O)c2c1cccc2,C[n]1nc(C(NC(Cc2c[nH]cn2)C([Hg])=O)=O)c2c1cccc2,C[n]1nc(C(N(CCc2c[nH]cn2)[Hg])=O)c2c1cccc2
2053,OC(C(Cc1c[nH]cn1)NC(c1n[nH]c2c1cccc2)=O)=O,O=C(c1n[nH]c2c1cccc2)NCCc1c[nH]cn1,O=C(C(Cc1c[nH]cn1)NC(c1n[nH]c2c1cccc2)=O)[Hg],O=C(c1n[nH]c2c1cccc2)N(CCc1c[nH]cn1)[Hg]
2054,OC(C(Cc1c[nH]cn1)NC(c(cc1)cc2c1[nH]cn2)=O)=O,O=C(c(cc1)cc2c1[nH]cn2)NCCc1c[nH]cn1,O=C(C(Cc1c[nH]cn1)NC(c(cc1)cc2c1[nH]cn2)=O)[Hg],O=C(c(cc1)cc2c1[nH]cn2)N(CCc1c[nH]cn1)[Hg]
2055,OC(C(Cc1c[nH]cn1)NC(c1ccc(C[n]2c(cccc3)c3nc2)cc1)=O)=O,O=C(c1ccc(C[n]2c(cccc3)c3nc2)cc1)NCCc1c[nH]cn1,O=C(C(Cc1c[nH]cn1)NC(c1ccc(C[n]2c(cccc3)c3nc2)cc1)=O)[Hg],O=C(c1ccc(C[n]2c(cccc3)c3nc2)cc1)N(CCc1c[nH]cn1)[Hg]
2056,OC(C(Cc1c[nH]cn1)NC(c(cc1)cc2c1OCCO2)=O)=O,O=C(c(cc1)cc2c1OCCO2)NCCc1c[nH]cn1,O=C(C(Cc1c[nH]cn1)NC(c(cc1)cc2c1OCCO2)=O)[Hg],O=C(c(cc1)cc2c1OCCO2)N(CCc1c[nH]cn1)[Hg]
2057,Cc(nc1)cnc1C(NC(Cc1c[nH]cn1)C(O)=O)=O,Cc(nc1)cnc1C(NCCc1c[nH]cn1)=O,Cc(nc1)cnc1C(NC(Cc1c[nH]cn1)C([Hg])=O)=O,Cc(nc1)cnc1C(N(CCc1c[nH]cn1)[Hg])=O
2058,OC(C(Cc1c[nH]cn1)NC(CC1CCCCCC1)=O)=O,O=C(CC1CCCCCC1)NCCc1c[nH]cn1,O=C(CC1CCCCCC1)NC(Cc1c[nH]cn1)C([Hg])=O,O=C(CC1CCCCCC1)N(CCc1c[nH]cn1)[Hg]
2059,OC(C(Cc1c[nH]cn1)NC(CCNC(NC1(C[C@H](C2)C3)C[C@H]3CC2C1)=O)=O)=O,O=C(CCNC(NC1(C[C@H](C2)C3)C[C@H]3CC2C1)=O)NCCc1c[nH]cn1,O=C(CCNC(NC1(C[C@H](C2)C3)C[C@H]3CC2C1)=O)NC(Cc1c[nH]cn1)C([Hg])=O,O=C(CCNC(NC1(C[C@H](C2)C3)C[C@H]3CC2C1)=O)N(CCc1c[nH]cn1)[Hg]
2060,OC(C(Cc1c[nH]cn1)NC(c1n[nH]c(C2CC2)c1)=O)=O,O=C(c1n[nH]c(C2CC2)c1)NCCc1c[nH]cn1,O=C(C(Cc1c[nH]cn1)NC(c1n[nH]c(C2CC2)c1)=O)[Hg],O=C(c1n[nH]c(C2CC2)c1)N(CCc1c[nH]cn1)[Hg]
2061,COc(cc1)cc2c1c(CC(NC(Cc1c[nH]cn1)C(O)=O)=O)c[o]2,COc(cc1)cc2c1c(CC(NCCc1c[nH]cn1)=O)c[o]2,COc(cc1)cc2c1c(CC(NC(Cc1c[nH]cn1)C([Hg])=O)=O)c[o]2,COc(cc1)cc2c1c(CC(N(CCc1c[nH]cn1)[Hg])=O)c[o]2
2062,Cc1c(C(NC(Cc2c[nH]cn2)C(O)=O)=O)[o]c2c1ccc(C)c2,Cc1c(C(NCCc2c[nH]cn2)=O)[o]c2c1ccc(C)c2,Cc1c(C(NC(Cc2c[nH]cn2)C([Hg])=O)=O)[o]c2c1ccc(C)c2,Cc1c(C(N(CCc2c[nH]cn2)[Hg])=O)[o]c2c1ccc(C)c2
2063,OC(C(Cc1c[nH]cn1)NC(c(cc1)cc2c1[o]cc2)=O)=O,O=C(c(cc1)cc2c1[o]cc2)NCCc1c[nH]cn1,O=C(C(Cc1c[nH]cn1)NC(c(cc1)cc2c1[o]cc2)=O)[Hg],O=C(c(cc1)cc2c1[o]cc2)N(CCc1c[nH]cn1)[Hg]
2064,OC(C(Cc1c[nH]cn1)NC(c1c[n](cc[s]2)c2n1)=O)=O,O=C(c1c[n](cc[s]2)c2n1)NCCc1c[nH]cn1,O=C(C(Cc1c[nH]cn1)NC(c1c[n](cc[s]2)c2n1)=O)[Hg],O=C(c1c[n](cc[s]2)c2n1)N(CCc1c[nH]cn1)[Hg]
2065,OC(C(Cc1c[nH]cn1)NC(c(cc1)ccc1-[n]1cncc1)=O)=O,O=C(c(cc1)ccc1-[n]1cncc1)NCCc1c[nH]cn1,O=C(C(Cc1c[nH]cn1)NC(c(cc1)ccc1-[n]1cncc1)=O)[Hg],O=C(c(cc1)ccc1-[n]1cncc1)N(CCc1c[nH]cn1)[Hg]
2066,CC[C@H](CC1)CC[C@@H]1C(NC(Cc1c[nH]cn1)C(O)=O)=O,CC[C@H](CC1)CC[C@@H]1C(NCCc1c[nH]cn1)=O,CC[C@H](CC1)CC[C@@H]1C(NC(Cc1c[nH]cn1)C([Hg])=O)=O,CC[C@H](CC1)CC[C@@H]1C(N(CCc1c[nH]cn1)[Hg])=O
2067,OC(C(Cc1c[nH]cn1)NC(C(CC1)CCC1=O)=O)=O,O=C(C(CC1)CCC1=O)NCCc1c[nH]cn1,O=C(C(Cc1c[nH]cn1)NC(C(CC1)CCC1=O)=O)[Hg],O=C(C(CC1)CCC1=O)N(CCc1c[nH]cn1)[Hg]
2068,Cc1nc(ccc(C(NC(Cc2c[nH]cn2)C(O)=O)=O)c2)c2nc1C,Cc1nc(ccc(C(NCCc2c[nH]cn2)=O)c2)c2nc1C,Cc1nc(ccc(C(NC(Cc2c[nH]cn2)C([Hg])=O)=O)c2)c2nc1C,Cc1nc(ccc(C(N(CCc2c[nH]cn2)[Hg])=O)c2)c2nc1C
2069,OC(C(Cc1c[nH]cn1)NC(C(CC1)CCN1C(c(cc1)ccc1F)=O)=O)=O,O=C(C(CC1)CCN1C(c(cc1)ccc1F)=O)NCCc1c[nH]cn1,O=C(C(Cc1c[nH]cn1)NC(C(CC1)CCN1C(c(cc1)ccc1F)=O)=O)[Hg],O=C(C(CC1)CCN1C(c(cc1)ccc1F)=O)N(CCc1c[nH]cn1)[Hg]
2070,COc1cc(C(N(CC2)CCC2C(NC(Cc2c[nH]cn2)C(O)=O)=O)=O)cc(OC)c1,COc1cc(C(N(CC2)CCC2C(NCCc2c[nH]cn2)=O)=O)cc(OC)c1,COc1cc(C(N(CC2)CCC2C(NC(Cc2c[nH]cn2)C([Hg])=O)=O)=O)cc(OC)c1,COc1cc(C(N(CC2)CCC2C(N(CCc2c[nH]cn2)[Hg])=O)=O)cc(OC)c1
2071,CC(C)Oc(cc1)cc(O2)c1C=C(C(NC(Cc1c[nH]cn1)C(O)=O)=O)C2=O,CC(C)Oc(cc1)cc(O2)c1C=C(C(NCCc1c[nH]cn1)=O)C2=O,CC(C)Oc(cc1)cc(O2)c1C=C(C(NC(Cc1c[nH]cn1)C([Hg])=O)=O)C2=O,CC(C)Oc(cc1)cc(O2)c1C=C(C(N(CCc1c[nH]cn1)[Hg])=O)C2=O
2072,Cc(cc1)cc(C2CC(NC(Cc3c[nH]cn3)C(O)=O)=O)c1NC2=O,Cc(cc1)cc(C2CC(NCCc3c[nH]cn3)=O)c1NC2=O,Cc(cc1)cc(C2CC(NC(Cc3c[nH]cn3)C([Hg])=O)=O)c1NC2=O,Cc(cc1)cc(C2CC(N(CCc3c[nH]cn3)[Hg])=O)c1NC2=O
2073,OC(C(Cc1c[nH]cn1)NC(c1ccc(C[n]2nnnc2)cc1)=O)=O,O=C(c1ccc(C[n]2nnnc2)cc1)NCCc1c[nH]cn1,O=C(C(Cc1c[nH]cn1)NC(c1ccc(C[n]2nnnc2)cc1)=O)[Hg],O=C(c1ccc(C[n]2nnnc2)cc1)N(CCc1c[nH]cn1)[Hg]
2074,OCCc(cnc1c2)c[n]1nc2C(NC(Cc1c[nH]cn1)C(O)=O)=O,OCCc(cnc1c2)c[n]1nc2C(NCCc1c[nH]cn1)=O,OCCc(cnc1c2)c[n]1nc2C(NC(Cc1c[nH]cn1)C([Hg])=O)=O,OCCc(cnc1c2)c[n]1nc2C(N(CCc1c[nH]cn1)[Hg])=O
2075,CC(C)(C(N1CC(NC(Cc2c[nH]cn2)C(O)=O)=O)=O)NC1=O,CC(C)(C(N1CC(NCCc2c[nH]cn2)=O)=O)NC1=O,CC(C)(C(N1CC(NC(Cc2c[nH]cn2)C([Hg])=O)=O)=O)NC1=O,CC(C)(C(N1CC(N(CCc2c[nH]cn2)[Hg])=O)=O)NC1=O
2076,OC(C(Cc1c[nH]cn1)NC(C1CCN(Cc2ccc[o]2)CC1)=O)=O,O=C(C1CCN(Cc2ccc[o]2)CC1)NCCc1c[nH]cn1,O=C(C(Cc1c[nH]cn1)NC(C1CCN(Cc2ccc[o]2)CC1)=O)[Hg],O=C(C1CCN(Cc2ccc[o]2)CC1)N(CCc1c[nH]cn1)[Hg]
2077,CC(c1c2cccc1)=NN(CC(NC(Cc1c[nH]cn1)C(O)=O)=O)C2=O,CC(c1c2cccc1)=NN(CC(NCCc1c[nH]cn1)=O)C2=O,CC(c1c2cccc1)=NN(CC(NC(Cc1c[nH]cn1)C([Hg])=O)=O)C2=O,CC(c1c2cccc1)=NN(CC(N(CCc1c[nH]cn1)[Hg])=O)C2=O
2078,OC(C(Cc1c[nH]cn1)NC(C(C[C@@H](C1)C2)(C[C@H]1C1)CC21[n]1ncnc1)=O)=O,O=C(C(C[C@@H](C1)C2)(C[C@H]1C1)CC21[n]1ncnc1)NCCc1c[nH]cn1,O=C(C(Cc1c[nH]cn1)NC(C(C[C@@H](C1)C2)(C[C@H]1C1)CC21[n]1ncnc1)=O)[Hg],O=C(C(C[C@@H](C1)C2)(C[C@H]1C1)CC21[n]1ncnc1)N(CCc1c[nH]cn1)[Hg]
2079,Cc(cc1)ccc1N(CC(NC(Cc1c[nH]cn1)C(O)=O)=O)S(C)(=O)=O,Cc(cc1)ccc1N(CC(NCCc1c[nH]cn1)=O)S(C)(=O)=O,Cc(cc1)ccc1N(CC(NC(Cc1c[nH]cn1)C([Hg])=O)=O)S(C)(=O)=O,Cc(cc1)ccc1N(CC(N(CCc1c[nH]cn1)[Hg])=O)S(C)(=O)=O
2080,OC(C(Cc1c[nH]cn1)NC([C@H](C1)[C@@H]1c1ccccc1)=O)=O,O=C([C@H](C1)[C@@H]1c1ccccc1)NCCc1c[nH]cn1,O=C(C(Cc1c[nH]cn1)NC([C@H](C1)[C@@H]1c1ccccc1)=O)[Hg],O=C([C@H](C1)[C@@H]1c1ccccc1)N(CCc1c[nH]cn1)[Hg]
2081,CC(CO)(CO)C(NC(Cc1c[nH]cn1)C(O)=O)=O,CC(CO)(CO)C(NCCc1c[nH]cn1)=O,CC(CO)(CO)C(NC(Cc1c[nH]cn1)C([Hg])=O)=O,CC(CO)(CO)C(N(CCc1c[nH]cn1)[Hg])=O
2082,CC(C)([C@@H](CC1)C2)[C@@]1(C(NC(Cc1c[nH]cn1)C(O)=O)=O)C2=O,CC(C)([C@@H](CC1)C2)[C@@]1(C(NCCc1c[nH]cn1)=O)C2=O,CC(C)([C@@H](CC1)C2)[C@@]1(C(NC(Cc1c[nH]cn1)C([Hg])=O)=O)C2=O,CC(C)([C@@H](CC1)C2)[C@@]1(C(N(CCc1c[nH]cn1)[Hg])=O)C2=O
2083,CCC1(CC(NC(Cc2c[nH]cn2)C(O)=O)=O)OCCc2c1[nH]c1c2cccc1CC,CCC1(CC(NCCc2c[nH]cn2)=O)OCCc2c1[nH]c1c2cccc1CC,CCC1(CC(NC(Cc2c[nH]cn2)C([Hg])=O)=O)OCCc2c1[nH]c1c2cccc1CC,CCC1(CC(N(CCc2c[nH]cn2)[Hg])=O)OCCc2c1[nH]c1c2cccc1CC
2084,CN([C@@H]([C@H](C1)C(NC(Cc2c[nH]cn2)C(O)=O)=O)c2cnccc2)C1=O,CN([C@@H]([C@H](C1)C(NCCc2c[nH]cn2)=O)c2cnccc2)C1=O,CN([C@@H]([C@H](C1)C(NC(Cc2c[nH]cn2)C([Hg])=O)=O)c2cnccc2)C1=O,CN([C@@H]([C@H](C1)C(N(CCc2c[nH]cn2)[Hg])=O)c2cnccc2)C1=O
2085,O[C@H](CC(C(NC(Cc1c[nH]cn1)C(O)=O)=O)=C[C@H]1O)[C@@H]1O,O[C@H](CC(C(NCCc1c[nH]cn1)=O)=C[C@H]1O)[C@@H]1O,O[C@H](CC(C(NC(Cc1c[nH]cn1)C([Hg])=O)=O)=C[C@H]1O)[C@@H]1O,O[C@H](CC(C(N(CCc1c[nH]cn1)[Hg])=O)=C[C@H]1O)[C@@H]1O
2086,CC1(C)C(C)(C)C1C(NC(Cc1c[nH]cn1)C(O)=O)=O,CC1(C)C(C)(C)C1C(NCCc1c[nH]cn1)=O,CC1(C)C(C)(C)C1C(NC(Cc1c[nH]cn1)C([Hg])=O)=O,CC1(C)C(C)(C)C1C(N(CCc1c[nH]cn1)[Hg])=O
2087,OC(C(Cc1c[nH]cn1)NC(c1cc(cc(cc2)Br)c2[nH]1)=O)=O,O=C(c1cc(cc(cc2)Br)c2[nH]1)NCCc1c[nH]cn1,O=C(C(Cc1c[nH]cn1)NC(c1cc(cc(cc2)Br)c2[nH]1)=O)[Hg],O=C(c1cc(cc(cc2)Br)c2[nH]1)N(CCc1c[nH]cn1)[Hg]
2088,COc(cc1)cc2c1[o]c(C(NC(Cc1c[nH]cn1)C(O)=O)=O)c2,COc(cc1)cc2c1[o]c(C(NCCc1c[nH]cn1)=O)c2,COc(cc1)cc2c1[o]c(C(NC(Cc1c[nH]cn1)C([Hg])=O)=O)c2,COc(cc1)cc2c1[o]c(C(N(CCc1c[nH]cn1)[Hg])=O)c2
2089,CC(C)CN(CC(C1)C(NC(Cc2c[nH]cn2)C(O)=O)=O)C1=O,CC(C)CN(CC(C1)C(NCCc2c[nH]cn2)=O)C1=O,CC(C)CN(CC(C1)C(NC(Cc2c[nH]cn2)C([Hg])=O)=O)C1=O,CC(C)CN(CC(C1)C(N(CCc2c[nH]cn2)[Hg])=O)C1=O
2090,COc1cccc(-[n]2ncc(C(NC(Cc3c[nH]cn3)C(O)=O)=O)c2)c1,COc1cccc(-[n]2ncc(C(NCCc3c[nH]cn3)=O)c2)c1,COc1cccc(-[n]2ncc(C(NC(Cc3c[nH]cn3)C([Hg])=O)=O)c2)c1,COc1cccc(-[n]2ncc(C(N(CCc3c[nH]cn3)[Hg])=O)c2)c1
2091,OC(C(Cc1c[nH]cn1)NC(C(C1)CN(Cc2cnccc2)C1=O)=O)=O,O=C(C(C1)CN(Cc2cnccc2)C1=O)NCCc1c[nH]cn1,O=C(C(Cc1c[nH]cn1)NC(C(C1)CN(Cc2cnccc2)C1=O)=O)[Hg],O=C(C(C1)CN(Cc2cnccc2)C1=O)N(CCc1c[nH]cn1)[Hg]
2092,COc1cccc(C2)c1OCC2C(NC(Cc1c[nH]cn1)C(O)=O)=O,COc1cccc(C2)c1OCC2C(NCCc1c[nH]cn1)=O,COc1cccc(C2)c1OCC2C(NC(Cc1c[nH]cn1)C([Hg])=O)=O,COc1cccc(C2)c1OCC2C(N(CCc1c[nH]cn1)[Hg])=O
2093,CC(c1c(C)[n](CC(NC(Cc2c[nH]cn2)C(O)=O)=O)nc1C)=O,CC(c1c(C)[n](CC(NCCc2c[nH]cn2)=O)nc1C)=O,CC(c1c(C)[n](CC(NC(Cc2c[nH]cn2)C([Hg])=O)=O)nc1C)=O,CC(c1c(C)[n](CC(N(CCc2c[nH]cn2)[Hg])=O)nc1C)=O
2094,OC(C(Cc1c[nH]cn1)NC(c(cc1)ccc1NC(C1CC=CCC1)=O)=O)=O,O=C(C1CC=CCC1)Nc(cc1)ccc1C(NCCc1c[nH]cn1)=O,O=C(C(Cc1c[nH]cn1)NC(c(cc1)ccc1NC(C1CC=CCC1)=O)=O)[Hg],O=C(C1CC=CCC1)Nc(cc1)ccc1C(N(CCc1c[nH]cn1)[Hg])=O
2095,CC(C)c1nc(C)c(C(NC(Cc2c[nH]cn2)C(O)=O)=O)[s]1,CC(C)c1nc(C)c(C(NCCc2c[nH]cn2)=O)[s]1,CC(C)c1nc(C)c(C(NC(Cc2c[nH]cn2)C([Hg])=O)=O)[s]1,CC(C)c1nc(C)c(C(N(CCc2c[nH]cn2)[Hg])=O)[s]1
2096,OC(C(Cc1c[nH]cn1)NC(c1cc(-c(cccc2)c2O)n[nH]1)=O)=O,Oc(cccc1)c1-c1n[nH]c(C(NCCc2c[nH]cn2)=O)c1,Oc(cccc1)c1-c1n[nH]c(C(NC(Cc2c[nH]cn2)C([Hg])=O)=O)c1,Oc(cccc1)c1-c1n[nH]c(C(N(CCc2c[nH]cn2)[Hg])=O)c1
2097,CCC(N(CCC1)CC1C(NC(Cc1c[nH]cn1)C(O)=O)=O)=O,CCC(N(CCC1)CC1C(NCCc1c[nH]cn1)=O)=O,CCC(N(CCC1)CC1C(NC(Cc1c[nH]cn1)C([Hg])=O)=O)=O,CCC(N(CCC1)CC1C(N(CCc1c[nH]cn1)[Hg])=O)=O
2098,COc(cc1)cc(C(c(cc2)ccc2C(NC(Cc2c[nH]cn2)C(O)=O)=O)=O)c1OC,COc(cc1)cc(C(c(cc2)ccc2C(NCCc2c[nH]cn2)=O)=O)c1OC,COc(cc1)cc(C(c(cc2)ccc2C(NC(Cc2c[nH]cn2)C([Hg])=O)=O)=O)c1OC,COc(cc1)cc(C(c(cc2)ccc2C(N(CCc2c[nH]cn2)[Hg])=O)=O)c1OC
2099,COc(ccc(N(CC(C1)C(NC(Cc2c[nH]cn2)C(O)=O)=O)C1=O)c1)c1Cl,COc(ccc(N(CC(C1)C(NCCc2c[nH]cn2)=O)C1=O)c1)c1Cl,COc(ccc(N(CC(C1)C(NC(Cc2c[nH]cn2)C([Hg])=O)=O)C1=O)c1)c1Cl,COc(ccc(N(CC(C1)C(N(CCc2c[nH]cn2)[Hg])=O)C1=O)c1)c1Cl
2100,CC(CC1)CCN1c(ccc(C(NC(Cc1c[nH]cn1)C(O)=O)=O)c1)c1[N+]([O-])=O,CC(CC1)CCN1c(ccc(C(NCCc1c[nH]cn1)=O)c1)c1[N+]([O-])=O,CC(CC1)CCN1c(ccc(C(NC(Cc1c[nH]cn1)C([Hg])=O)=O)c1)c1[N+]([O-])=O,CC(CC1)CCN1c(ccc(C(N(CCc1c[nH]cn1)[Hg])=O)c1)c1[N+]([O-])=O
2101,COc(cc1)ccc1-c1cc(C(NC(Cc2c[nH]cn2)C(O)=O)=O)n[nH]1,COc(cc1)ccc1-c1cc(C(NCCc2c[nH]cn2)=O)n[nH]1,COc(cc1)ccc1-c1cc(C(NC(Cc2c[nH]cn2)C([Hg])=O)=O)n[nH]1,COc(cc1)ccc1-c1cc(C(N(CCc2c[nH]cn2)[Hg])=O)n[nH]1
2102,[O-][N+](c(cc1)ccc1C(N(CC1)CCC1C(NC(Cc1c[nH]cn1)C(O)=O)=O)=O)=O,[O-][N+](c(cc1)ccc1C(N(CC1)CCC1C(NCCc1c[nH]cn1)=O)=O)=O,[O-][N+](c(cc1)ccc1C(N(CC1)CCC1C(NC(Cc1c[nH]cn1)C([Hg])=O)=O)=O)=O,[O-][N+](c(cc1)ccc1C(N(CC1)CCC1C(N(CCc1c[nH]cn1)[Hg])=O)=O)=O
2103,OC(C(Cc1c[nH]cn1)NC(CCCc1nc(-c2ccncc2)n[o]1)=O)=O,O=C(CCCc1nc(-c2ccncc2)n[o]1)NCCc1c[nH]cn1,O=C(CCCc1nc(-c2ccncc2)n[o]1)NC(Cc1c[nH]cn1)C([Hg])=O,O=C(CCCc1nc(-c2ccncc2)n[o]1)N(CCc1c[nH]cn1)[Hg]
2104,Cc(ccc(C(NC(Cc1c[nH]cn1)C(O)=O)=O)c1)c1NC(C1OCCC1)=O,Cc(ccc(C(NCCc1c[nH]cn1)=O)c1)c1NC(C1OCCC1)=O,Cc(ccc(C(NC(Cc1c[nH]cn1)C([Hg])=O)=O)c1)c1NC(C1OCCC1)=O,Cc(ccc(C(N(CCc1c[nH]cn1)[Hg])=O)c1)c1NC(C1OCCC1)=O
2105,OC(C(Cc1c[nH]cn1)NC(c1cc(NC(C2CCCC2)=O)ccc1)=O)=O,O=C(C1CCCC1)Nc1cccc(C(NCCc2c[nH]cn2)=O)c1,O=C(C(Cc1c[nH]cn1)NC(c1cc(NC(C2CCCC2)=O)ccc1)=O)[Hg],O=C(C1CCCC1)Nc1cccc(C(N(CCc2c[nH]cn2)[Hg])=O)c1
2106,CN(C)C(N(CC1)CCC1C(NC(Cc1c[nH]cn1)C(O)=O)=O)=O,CN(C)C(N(CC1)CCC1C(NCCc1c[nH]cn1)=O)=O,CN(C)C(N(CC1)CCC1C(NC(Cc1c[nH]cn1)C([Hg])=O)=O)=O,CN(C)C(N(CC1)CCC1C(N(CCc1c[nH]cn1)[Hg])=O)=O
2107,OC(C(Cc1c[nH]cn1)NC(c1ccc[o]1)=O)=O,O=C(c1ccc[o]1)NCCc1c[nH]cn1,O=C(C(Cc1c[nH]cn1)NC(c1ccc[o]1)=O)[Hg],O=C(c1ccc[o]1)N(CCc1c[nH]cn1)[Hg]
2108,OC(C(Cc1c[nH]cn1)NC(c1ccc(C#Cc2ccccc2)[o]1)=O)=O,O=C(c1ccc(C#Cc2ccccc2)[o]1)NCCc1c[nH]cn1,O=C(C(Cc1c[nH]cn1)NC(c1ccc(C#Cc2ccccc2)[o]1)=O)[Hg],O=C(c1ccc(C#Cc2ccccc2)[o]1)N(CCc1c[nH]cn1)[Hg]
2109,Cc([o]c(S(N(C)C)(=O)=O)c1)c1C(NC(Cc1c[nH]cn1)C(O)=O)=O,Cc([o]c(S(N(C)C)(=O)=O)c1)c1C(NCCc1c[nH]cn1)=O,Cc([o]c(S(N(C)C)(=O)=O)c1)c1C(NC(Cc1c[nH]cn1)C([Hg])=O)=O,Cc([o]c(S(N(C)C)(=O)=O)c1)c1C(N(CCc1c[nH]cn1)[Hg])=O
2110,OC(C(Cc1c[nH]cn1)NC(c1c[o]cc1)=O)=O,O=C(c1c[o]cc1)NCCc1c[nH]cn1,O=C(C(Cc1c[nH]cn1)NC(c1c[o]cc1)=O)[Hg],O=C(c1c[o]cc1)N(CCc1c[nH]cn1)[Hg]
2111,Cc1ccc(C(NC(Cc2c[nH]cn2)C(O)=O)=O)[s]1,Cc1ccc(C(NCCc2c[nH]cn2)=O)[s]1,Cc1ccc(C(NC(Cc2c[nH]cn2)C([Hg])=O)=O)[s]1,Cc1ccc(C(N(CCc2c[nH]cn2)[Hg])=O)[s]1
2112,Cc1c(C(NC(Cc2c[nH]cn2)C(O)=O)=O)[s]c(C)n1,Cc1c(C(NCCc2c[nH]cn2)=O)[s]c(C)n1,Cc1c(C(NC(Cc2c[nH]cn2)C([Hg])=O)=O)[s]c(C)n1,Cc1c(C(N(CCc2c[nH]cn2)[Hg])=O)[s]c(C)n1
2113,Cc1cccnc1C(NC(Cc1c[nH]cn1)C(O)=O)=O,Cc1cccnc1C(NCCc1c[nH]cn1)=O,Cc1cccnc1C(NC(Cc1c[nH]cn1)C([Hg])=O)=O,Cc1cccnc1C(N(CCc1c[nH]cn1)[Hg])=O
2114,CCOc(nccc1)c1C(NC(Cc1c[nH]cn1)C(O)=O)=O,CCOc(nccc1)c1C(NCCc1c[nH]cn1)=O,CCOc(nccc1)c1C(NC(Cc1c[nH]cn1)C([Hg])=O)=O,CCOc(nccc1)c1C(N(CCc1c[nH]cn1)[Hg])=O
2115,OC(C(Cc1c[nH]cn1)NC(c(cc1)cnc1O)=O)=O,Oc(cc1)ncc1C(NCCc1c[nH]cn1)=O,Oc(cc1)ncc1C(NC(Cc1c[nH]cn1)C([Hg])=O)=O,Oc(cc1)ncc1C(N(CCc1c[nH]cn1)[Hg])=O
2116,Cc(cc1)ncc1C(NC(Cc1c[nH]cn1)C(O)=O)=O,Cc(cc1)ncc1C(NCCc1c[nH]cn1)=O,Cc(cc1)ncc1C(NC(Cc1c[nH]cn1)C([Hg])=O)=O,Cc(cc1)ncc1C(N(CCc1c[nH]cn1)[Hg])=O
2117,CSc1ncccc1C(NC(Cc1c[nH]cn1)C(O)=O)=O,CSc1ncccc1C(NCCc1c[nH]cn1)=O,CSc(nccc1)c1C(NC(Cc1c[nH]cn1)C([Hg])=O)=O,CSc(nccc1)c1C(N(CCc1c[nH]cn1)[Hg])=O
2118,OC(C(Cc1c[nH]cn1)NC(c(cccn1)c1Oc1ccccc1)=O)=O,O=C(c(cccn1)c1Oc1ccccc1)NCCc1c[nH]cn1,O=C(C(Cc1c[nH]cn1)NC(c(cccn1)c1Oc1ccccc1)=O)[Hg],O=C(c(cccn1)c1Oc1ccccc1)N(CCc1c[nH]cn1)[Hg]
2119,OC(C(Cc1c[nH]cn1)NC(c(cc1)ncc1Br)=O)=O,O=C(c(cc1)ncc1Br)NCCc1c[nH]cn1,O=C(C(Cc1c[nH]cn1)NC(c(cc1)ncc1Br)=O)[Hg],O=C(c(cc1)ncc1Br)N(CCc1c[nH]cn1)[Hg]
2120,CC(C)Oc(cc1)ccc1C(NC(Cc1c[nH]cn1)C(O)=O)=O,CC(C)Oc(cc1)ccc1C(NCCc1c[nH]cn1)=O,CC(C)Oc(cc1)ccc1C(NC(Cc1c[nH]cn1)C([Hg])=O)=O,CC(C)Oc(cc1)ccc1C(N(CCc1c[nH]cn1)[Hg])=O
2121,OC(C(Cc1c[nH]cn1)NC(c1cccc2c1cccc2)=O)=O,O=C(c1cccc2c1cccc2)NCCc1c[nH]cn1,O=C(C(Cc1c[nH]cn1)NC(c1cccc2c1cccc2)=O)[Hg],O=C(c1cccc2c1cccc2)N(CCc1c[nH]cn1)[Hg]
2122,OC(C(Cc1c[nH]cn1)NC(c(cc1)ccc1Oc1ccccc1)=O)=O,O=C(c(cc1)ccc1Oc1ccccc1)NCCc1c[nH]cn1,O=C(C(Cc1c[nH]cn1)NC(c(cc1)ccc1Oc1ccccc1)=O)[Hg],O=C(c(cc1)ccc1Oc1ccccc1)N(CCc1c[nH]cn1)[Hg]
2123,OC(C(Cc1c[nH]cn1)NC(c(cc1)cc(O2)c1OC2(F)F)=O)=O,O=C(c(cc1)cc(O2)c1OC2(F)F)NCCc1c[nH]cn1,O=C(C(Cc1c[nH]cn1)NC(c(cc1)cc(O2)c1OC2(F)F)=O)[Hg],O=C(c(cc1)cc(O2)c1OC2(F)F)N(CCc1c[nH]cn1)[Hg]
